,ngram,count
2036,wanna dance? do you wanna,4
1247,now she's doing it all,4
1246,and now she's doing it,4
976,but you're dead now dead,4
977,you're dead now dead now,4
978,dead now dead now well,4
339,i'm falling for you and,4
1245,[chorus] and now she's doing,4
640,cars bending head cars bending,4
1160,medicine yeah you're my medicine,4
334,i i think i'm falling,4
333,me? i i think i'm,4
979,now dead now well i,4
639,head cars bending head cars,4
1305,[hook] yeah so far it's,4
2035,you wanna dance? do you,4
1427,it's alright [hook] yeah so,3
1428,alright [hook] yeah so far,3
984,but you're dead now well,3
1426,yeah it's alright [hook] yeah,3
1956,[chorus] yeah it takes a,3
1425,alright yeah it's alright [hook],3
1802,mine i didn't even see,3
1800,you're not mine i didn't,3
1313,far it's alright alright [verse,3
1154,because you're my medicine yeah,3
985,you're dead now well i,3
1161,yeah you're my medicine yeah,3
1799,but you're not mine i,3
1801,not mine i didn't even,3
1262,down yeah i want you,2
1263,yeah i want you she,2
1264,i want you she does,2
1265,want you she does a,2
1260,2] slow down yeah i,2
1266,she does a little bit,2
921,you sitting 'round here for,2
923,'round here for and why,2
920,what you sitting 'round here,2
922,sitting 'round here for and,2
1261,slow down yeah i want,2
941,was getting high with you,2
1259,[verse 2] slow down yeah,2
1258,time [verse 2] slow down,2
1257,the time [verse 2] slow,2
1256,all the time [verse 2],2
1255,it all the time [verse,2
937,in the mornings i was,2
938,the mornings i was getting,2
1241,"a bottle of wine"" [chorus]",2
1243,"of wine"" [chorus] and now",2
939,mornings i was getting high,2
1267,does a little bit on,2
940,i was getting high with,2
1242,"bottle of wine"" [chorus] and",2
1291,mend your heart if it's,2
1268,a little bit on the,2
348,falling for you on this,2
354,and in this light i,2
353,night and in this light,2
352,this night and in this,2
351,on this night and in,2
350,you on this night and,2
349,for you on this night,2
347,i'm falling for you on,2
356,this light i think i'm,2
346,need me? i i think,2
345,you need me? i i,2
344,don't you need me? i,2
343,and don't you need me?,2
342,you and don't you need,2
341,for you and don't you,2
355,in this light i think,2
357,light i think i'm falling,2
332,see me? i i think,2
366,maybe you change your mind,2
1436,coming to the end of,2
1442,""" she said ""is that",2
1443,"she said ""is that alright?""",2
1740,[chorus] i didn't even see,2
548,scared i'm not scared [verse,2
367,you change your mind [verse,2
365,and maybe you change your,2
358,i think i'm falling i,2
364,you and maybe you change,2
363,for you and maybe you,2
362,falling for you and maybe,2
361,falling i think i'm falling,2
360,i'm falling i think i'm,2
359,think i'm falling i think,2
340,falling for you and don't,2
331,you see me? i i,2
1269,little bit on the sly,2
1277,she's up to she started,2
1283,about missing him she was,2
1282,talking about missing him she,2
1281,started talking about missing him,2
1280,she started talking about missing,2
1279,to she started talking about,2
1278,up to she started talking,2
1276,what she's up to she,2
1285,him she was glistening it,2
1275,shows what she's up to,2
1274,that shows what she's up,2
1273,sly that shows what she's,2
1272,the sly that shows what,2
1271,on the sly that shows,2
1270,bit on the sly that,2
1284,missing him she was glistening,2
1286,she was glistening it won't,2
330,don't you see me? i,2
1295,it's only a couple of,2
329,[hook] don't you see me?,2
1300,lines [chorus] and now she's,2
1299,of lines [chorus] and now,2
1298,couple of lines [chorus] and,2
1297,a couple of lines [chorus],2
1296,only a couple of lines,2
1294,if it's only a couple,2
1287,was glistening it won't mend,2
1293,heart if it's only a,2
1292,your heart if it's only,2
1239,i've only a bottle of,2
1290,won't mend your heart if,2
1289,it won't mend your heart,2
1288,glistening it won't mend your,2
1240,"only a bottle of wine""",2
1244,"wine"" [chorus] and now she's",2
1238,if i've only a bottle,2
2037,dance? do you wanna dance?,2
1092,as well don't you mind,2
1091,brother as well don't you,2
1090,your brother as well don't,2
2047,the back of the hall?,2
1089,hurt your brother as well,2
1088,i hurt your brother as,2
1087,mind i hurt your brother,2
1086,you mind i hurt your,2
1085,don't you mind i hurt,2
1084,hell don't you mind i,2
1083,through hell don't you mind,2
1082,mother through hell don't you,2
2038,dance? do you wanna dance,2
2033,say do you wanna dance?,2
1094,mind don't you mind oh,2
2032,i say do you wanna,2
2031,and i say do you,2
1081,your mother through hell don't,2
1080,put your mother through hell,2
1237,fun if i've only a,2
628,if you're alone in your,2
627,you if you're alone in,2
626,telephone you if you're alone,2
625,spew telephone you if you're,2
624,fall spew telephone you if,2
623,drink fall spew telephone you,2
622,[pre-chorus] drink fall spew telephone,2
1153,[chorus] because you're my medicine,2
1093,well don't you mind don't,2
1095,don't you mind oh i,2
1035,mind don't you mind [verse,2
2069,a bit more it takes,2
638,[chorus] head cars bending head,2
637,doing? [chorus] head cars bending,2
636,boy doing? [chorus] head cars,2
635,that boy doing? [chorus] head,2
634,what's that boy doing? [chorus],2
633,room what's that boy doing?,2
632,your room what's that boy,2
631,in your room what's that,2
630,alone in your room what's,2
629,you're alone in your room,2
1110,you don't you mind don't,2
2071,more it takes a bit,2
2070,bit more it takes a,2
2068,takes a bit more it,2
1096,you mind oh i was,2
1109,love you don't you mind,2
1108,i love you don't you,2
1107,mind i love you don't,2
1106,you mind i love you,2
1105,don't you mind i love,2
1104,myself don't you mind i,2
1103,killing myself don't you mind,2
1102,'bout killing myself don't you,2
1101,thinking 'bout killing myself don't,2
1100,was thinking 'bout killing myself,2
1099,i was thinking 'bout killing,2
1098,oh i was thinking 'bout,2
1097,mind oh i was thinking,2
1162,you're medicine yeah you're medicine,2
1079,i put your mother through,2
1236,no fun if i've only,2
1224,she says the bleeding's incidental,2
1225,says the bleeding's incidental cause,2
1226,the bleeding's incidental cause she's,2
983,now dead now dead now,2
155,love you all too much,2
154,i love you all too,2
153,and i love you all,2
152,in and i love you,2
151,live in and i love,2
150,we live in and i,2
149,that we live in and,2
148,house that we live in,2
147,the house that we live,2
146,love the house that we,2
145,i love the house that,2
982,dead now dead now dead,2
1227,bleeding's incidental cause she's so,2
1228,incidental cause she's so cool,2
1229,cause she's so cool she,2
687,bending head cars bending head,2
1235,"""i'm no fun if i've",2
117,[chorus] is it the same,2
1223,"soon"" she says the bleeding's",2
1217,"her eyes that says ""we're",2
1206,straight lines they unwind you,2
1207,lines they unwind you she,2
1208,they unwind you she does,2
1209,unwind you she does a,2
1211,she does a little thing,2
1212,does a little thing with,2
1213,a little thing with her,2
1214,little thing with her eyes,2
1216,with her eyes that says,2
1215,thing with her eyes that,2
1218,"eyes that says ""we're off",2
1219,"that says ""we're off soon""",2
1205,1] straight lines they unwind,2
1204,[verse 1] straight lines they,2
1011,mind don't you mind i,2
1220,"says ""we're off soon"" she",2
1221,"""we're off soon"" she says",2
1222,"off soon"" she says the",2
1925,are and so am i,2
1451,the end of you and,1
1493,up in the town so,1
1453,"of you and me """,1
1452,end of you and me,1
1506,you out i don't really,1
1449,it's coming to the end,1
1450,to the end of you,1
1413,go on your bike how,1
1422,your life? it's alright yeah,1
1421,with your life? it's alright,1
1420,along with your life? it's,1
1419,getting along with your life?,1
1418,you getting along with your,1
1417,how you getting along with,1
1416,bike how you getting along,1
1415,your bike how you getting,1
1414,on your bike how you,1
1412,a go on your bike,1
1424,it's alright yeah it's alright,1
1411,give's a go on your,1
1410,"television"" give's a go on",1
1409,"the television"" give's a go",1
1408,"on the television"" give's a",1
1407,"mother's on the television"" give's",1
1406,"your mother's on the television""",1
1405,and your mother's on the,1
1404,friend and your mother's on,1
1403,terrible friend and your mother's,1
1423,life? it's alright yeah it's,1
1401,you're a terrible friend and,1
1455,"and me "" she said",1
1439,"end of 23 "" she",1
1448,"""well it's coming to the",1
1447,"alright?"" ""well it's coming to",1
1446,"that alright?"" ""well it's coming",1
1445,"""is that alright?"" ""well it's",1
1444,"said ""is that alright?"" ""well",1
1492,picking up in the town,1
1491,be picking up in the,1
1441,"23 "" she said ""is",1
1440,"of 23 "" she said",1
1438,"the end of 23 """,1
1489,i can't be picking up,1
1437,to the end of 23,1
1490,can't be picking up in,1
1435,i'm coming to the end,1
1434,"""well i'm coming to the",1
1433,"2] ""well i'm coming to",1
1432,"[verse 2] ""well i'm coming",1
1431,"alright [verse 2] ""well i'm",1
1430,"alright alright [verse 2] ""well",1
1429,it's alright alright [verse 2],1
1454,"you and me "" she",1
1463,can you complain about life,1
1456,"me "" she said ""is",1
1457,"said ""is that alright?"" and",1
1484,sniff that you can't afford,1
1483,doing sniff that you can't,1
1482,games doing sniff that you,1
1523,a way to get out,1
1524,way to get out it's,1
1525,to get out it's just,1
1481,video games doing sniff that,1
1480,playing video games doing sniff,1
1479,house playing video games doing,1
1478,pete's house playing video games,1
1526,get out it's just a,1
1527,out it's just a reflection,1
1528,it's just a reflection on,1
1529,just a reflection on the,1
1530,a reflection on the size,1
1531,reflection on the size of,1
1532,on the size of your,1
1522,for a way to get,1
1521,looking for a way to,1
1520,always looking for a way,1
1488,afford i can't be picking,1
1508,i don't really care what,1
1509,don't really care what all,1
1510,really care what all your,1
1511,care what all your friends,1
1512,what all your friends were,1
1513,all your friends were about,1
1514,your friends were about i,1
1487,can't afford i can't be,1
1519,was always looking for a,1
1486,you can't afford i can't,1
1485,that you can't afford i,1
1515,friends were about i was,1
1505,sorting you out i don't,1
1516,were about i was always,1
1517,about i was always looking,1
1518,i was always looking for,1
1533,the size of your house,1
1504,he's sorting you out i,1
1503,if he's sorting you out,1
1466,about life and talk about,1
1472,bored? if you just sit,1
1471,being bored? if you just,1
1470,about being bored? if you,1
1494,in the town so get,1
1469,talk about being bored? if,1
1468,and talk about being bored?,1
1467,life and talk about being,1
1465,complain about life and talk,1
1474,you just sit at pete's,1
1464,you complain about life and,1
1507,out i don't really care,1
1462,how can you complain about,1
1461,and how can you complain,1
1460,"alright?"" and how can you",1
1459,"that alright?"" and how can",1
1458,"""is that alright?"" and how",1
1473,if you just sit at,1
1475,just sit at pete's house,1
1534,size of your house a,1
1502,adam if he's sorting you,1
1535,of your house a silver,1
1536,your house a silver spoon,1
1537,house a silver spoon and,1
1538,a silver spoon and a,1
1539,silver spoon and a zoot,1
1540,spoon and a zoot in,1
1541,and a zoot in your,1
1501,off adam if he's sorting,1
1476,sit at pete's house playing,1
1500,one off adam if he's,1
1499,me one off adam if,1
1498,get me one off adam,1
1497,so get me one off,1
1496,town so get me one,1
1495,the town so get me,1
1477,at pete's house playing video,1
1402,a terrible friend and your,1
0,"in jeans so new ""we",1
1400,out you're a terrible friend,1
1196,medicine yeah you're medicine because,1
1194,of mine [chorus] because you're,1
1193,head of mine [chorus] because,1
1192,hazy head of mine [chorus],1
1191,this hazy head of mine,1
1190,opiate this hazy head of,1
1189,you opiate this hazy head,1
1188,and you opiate this hazy,1
1187,"""bye-bye"" and you opiate this",1
1186,"say ""bye-bye"" and you opiate",1
1185,"to say ""bye-bye"" and you",1
1184,"have to say ""bye-bye"" and",1
1183,"i have to say ""bye-bye""",1
1182,all i have to say,1
1181,that's all i have to,1
1180,and that's all i have,1
1179,"you"" and that's all i",1
1178,"adore you"" and that's all",1
1195,mine [chorus] because you're my,1
1197,yeah you're medicine because you're,1
1176,"""i i adore you"" and",1
1198,you're medicine because you're my,1
1543,zoot in your mouth but,1
1315,alright alright [verse 1] yeah,1
1314,it's alright alright [verse 1],1
1304,time [hook] yeah so far,1
1303,the time [hook] yeah so,1
1302,all the time [hook] yeah,1
1301,it all the time [hook],1
1234,"said ""i'm no fun if",1
1233,"she said ""i'm no fun",1
1232,"cool she said ""i'm no",1
1231,"so cool she said ""i'm",1
1230,she's so cool she said,1
1203,medicine [verse 1] straight lines,1
1202,my medicine [verse 1] straight,1
1201,you're my medicine [verse 1],1
1200,yeah you're my medicine [verse,1
1199,medicine because you're my medicine,1
1177,"i adore you"" and that's",1
1175,"say ""i i adore you""",1
1399,found out you're a terrible,1
1144,the blues ever since you,1
1142,me of the blues ever,1
1141,rid me of the blues,1
1140,you rid me of the,1
1139,yeah you rid me of,1
1138,refuse? yeah you rid me,1
1137,i refuse? yeah you rid,1
1136,could i refuse? yeah you,1
1135,how could i refuse? yeah,1
1134,and how could i refuse?,1
1133,i and how could i,1
1132,and i and how could,1
1131,you and i and how,1
1130,of you and i and,1
1129,state of you and i,1
1128,the state of you and,1
1127,in the state of you,1
1126,even in the state of,1
1143,of the blues ever since,1
1145,blues ever since you came,1
1174,"i say ""i i adore",1
1146,ever since you came into,1
1173,"you i say ""i i",1
1172,"marry you i say ""i",1
1171,wanna marry you i say,1
1170,i wanna marry you i,1
1169,i i wanna marry you,1
1168,2] i i wanna marry,1
1167,[verse 2] i i wanna,1
1166,medicine [verse 2] i i,1
1165,you're medicine [verse 2] i,1
1164,yeah you're medicine [verse 2],1
1163,medicine yeah you're medicine [verse,1
1152,life [chorus] because you're my,1
1151,my life [chorus] because you're,1
1150,into my life [chorus] because,1
1149,came into my life [chorus],1
1148,you came into my life,1
1147,since you came into my,1
1316,alright [verse 1] yeah it's,1
1317,[verse 1] yeah it's the,1
1318,1] yeah it's the way,1
1379,"his back ""i used to",1
1377,"always on his back ""i",1
1376,sun's always on his back,1
1375,the sun's always on his,1
1374,because the sun's always on,1
1373,cold because the sun's always,1
1372,gets cold because the sun's,1
1371,never gets cold because the,1
1370,he never gets cold because,1
1369,but he never gets cold,1
1368,stone but he never gets,1
1367,of stone but he never,1
1366,made of stone but he,1
1365,heart made of stone but,1
1364,a heart made of stone,1
1363,got a heart made of,1
1362,he's got a heart made,1
1361,attacks he's got a heart,1
1378,"on his back ""i used",1
1380,"back ""i used to think",1
1319,yeah it's the way we,1
1381,"""i used to think you",1
1398,soon found out you're a,1
1397,i soon found out you're,1
1396,but i soon found out,1
1395,vision but i soon found,1
1394,wonderful vision but i soon,1
1393,a wonderful vision but i,1
1392,had a wonderful vision but,1
1391,you had a wonderful vision,1
1390,believed you had a wonderful,1
1389,i believed you had a,1
1388,and i believed you had,1
1387,cool and i believed you,1
1386,were cool and i believed,1
1385,you were cool and i,1
1384,think you were cool and,1
1383,to think you were cool,1
1382,used to think you were,1
1360,heart attacks he's got a,1
1359,of heart attacks he's got,1
1358,die of heart attacks he's,1
1357,friends die of heart attacks,1
1336,ups on my arm we,1
1335,'em ups on my arm,1
1334,beat 'em ups on my,1
1333,town beat 'em ups on,1
1332,round town beat 'em ups,1
1331,knocking round town beat 'em,1
1330,and knocking round town beat,1
1329,11 and knocking round town,1
1328,by 11 and knocking round,1
1327,smoking by 11 and knocking,1
1326,were smoking by 11 and,1
1325,we were smoking by 11,1
1324,are we were smoking by,1
1323,we are we were smoking,1
1322,way we are we were,1
1321,the way we are we,1
1320,it's the way we are,1
1337,on my arm we were,1
1338,my arm we were never,1
1339,arm we were never good,1
1349,and i stay with my,1
1356,his friends die of heart,1
1355,while his friends die of,1
1354,father while his friends die,1
1353,my father while his friends,1
1352,with my father while his,1
1351,stay with my father while,1
1350,i stay with my father,1
1348,down and i stay with,1
1340,we were never good at,1
1347,cut down and i stay,1
1346,couldn't cut down and i,1
1345,selling couldn't cut down and,1
1344,at selling couldn't cut down,1
1343,good at selling couldn't cut,1
1342,never good at selling couldn't,1
1341,were never good at selling,1
1542,a zoot in your mouth,1
1604,and how you hardly ever,1
1544,in your mouth but you're,1
1816,around strange as it seems,1
1907,woman now and oh i've,1
1906,a woman now and oh,1
1905,got a woman now and,1
1904,seems and oh i've got,1
1903,it seems and oh i've,1
1902,than it seems and oh,1
1901,harder than it seems and,1
1900,it's harder than it seems,1
1899,man it's harder than it,1
1898,dreams man it's harder than,1
1897,chasing dreams man it's harder,1
1896,try chasing dreams man it's,1
1895,you try chasing dreams man,1
1894,and you try chasing dreams,1
1893,mouth and you try chasing,1
1892,your mouth and you try,1
1891,about your mouth and you,1
1890,different about your mouth and,1
1889,something different about your mouth,1
1888,there's something different about your,1
1887,boy there's something different about,1
1886,and boy there's something different,1
1885,same and boy there's something,1
1884,the same and boy there's,1
1883,tastes the same and boy,1
1882,all tastes the same and,1
1881,it all tastes the same,1
1908,now and oh i've got,1
1909,got a woman now [verse,1
1910,a woman now [verse 1],1
1926,and so am i just,1
1938,party and i'll cry to,1
1937,my party and i'll cry,1
1936,it's my party and i'll,1
1935,car it's my party and,1
1934,my car it's my party,1
1933,in my car it's my,1
1932,drowned in my car it's,1
1931,typically drowned in my car,1
1930,just typically drowned in my,1
1929,i just typically drowned in,1
1928,am i just typically drowned,1
1927,so am i just typically,1
1924,friends are and so am,1
1911,woman now [verse 1] and,1
1923,your friends are and so,1
1922,of your friends are and,1
1921,all of your friends are,1
1920,least all of your friends,1
1919,at least all of your,1
1918,liar at least all of,1
1917,a liar at least all,1
1916,you're a liar at least,1
1915,and you're a liar at,1
1914,1] and you're a liar,1
1913,[verse 1] and you're a,1
1912,now [verse 1] and you're,1
1880,"mind"" it all tastes the",1
1879,"don't mind"" it all tastes",1
1878,"i don't mind"" it all",1
1834,wallet photos don't turn me,1
1846,and her stone-wash denim jeans,1
1845,around and her stone-wash denim,1
1844,come around and her stone-wash,1
1843,hand come around and her,1
1842,her hand come around and,1
1841,feel her hand come around,1
1840,i feel her hand come,1
1839,on i feel her hand,1
1838,me on i feel her,1
1837,turn me on i feel,1
1836,don't turn me on i,1
1835,photos don't turn me on,1
1833,her wallet photos don't turn,1
1848,stone-wash denim jeans are darker,1
1832,now her wallet photos don't,1
1831,woman now her wallet photos,1
1830,a woman now her wallet,1
1829,got a woman now her,1
1825,seams and oh i've got,1
1824,the seams and oh i've,1
1823,at the seams and oh,1
1822,bursting at the seams and,1
1821,i'm bursting at the seams,1
1820,seems i'm bursting at the,1
1819,it seems i'm bursting at,1
1818,as it seems i'm bursting,1
1847,her stone-wash denim jeans are,1
1849,denim jeans are darker than,1
1877,"house i don't mind"" it",1
1864,is eileen boy that's all,1
1876,"the house i don't mind""",1
1875,on the house i don't,1
1874,one's on the house i,1
1873,this one's on the house,1
1872,and this one's on the,1
1871,oh and this one's on,1
1870,need oh and this one's,1
1869,you need oh and this,1
1868,all you need oh and,1
1867,that's all you need oh,1
1866,boy that's all you need,1
1865,eileen boy that's all you,1
1863,name is eileen boy that's,1
1850,jeans are darker than they,1
1862,"""my name is eileen boy",1
1861,"said ""my name is eileen",1
1860,"she said ""my name is",1
1859,"now she said ""my name",1
1858,"woman now she said ""my",1
1857,a woman now she said,1
1856,got a woman now she,1
1855,seem and oh i've got,1
1854,they seem and oh i've,1
1853,than they seem and oh,1
1852,darker than they seem and,1
1851,are darker than they seem,1
1939,and i'll cry to the,1
1940,i'll cry to the end,1
1941,cry to the end you,1
2029,you [bridge] and i say,1
2050,the hall? and i say,1
2049,of the hall? and i,1
2048,back of the hall? and,1
2046,at the back of the,1
2045,bar at the back of,1
2044,the bar at the back,1
2043,in the bar at the,1
2042,dance in the bar at,1
2041,wanna dance in the bar,1
2040,you wanna dance in the,1
2039,do you wanna dance in,1
2030,[bridge] and i say do,1
2028,than you [bridge] and i,1
2052,do you wanna dance dance,1
2027,more than you [bridge] and,1
2026,bit more than you [bridge],1
2025,you yeah it takes a,1
2024,than you yeah it takes,1
2023,more than you yeah it,1
2022,bit more than you yeah,1
2021,here [chorus] yeah it takes,1
2020,everybody here [chorus] yeah it,1
2019,fucked everybody here [chorus] yeah,1
2018,i fucked everybody here [chorus],1
2017,that i fucked everybody here,1
2016,fault that i fucked everybody,1
2051,hall? and i say do,1
2053,you wanna dance dance in,1
2014,not my fault that i,1
2072,takes a bit more [milk],1
2084,the time,1
2083,all the time,1
2082,it all the time,1
2081,"says ""i'm no fun if",1
2080,"she says ""i'm no fun",1
2079,"cool she says ""i'm no",1
2078,"so cool she says ""i'm",1
2077,she's so cool she says,1
2076,[milk] [verse 1] straight lines,1
2075,more [milk] [verse 1] straight,1
2074,bit more [milk] [verse 1],1
2073,a bit more [milk] [verse,1
2067,more more yeah it takes,1
2054,wanna dance dance in the,1
2066,more more more yeah it,1
2065,you more more more yeah,1
2064,than you more more more,1
2063,more than you more more,1
2062,bit more than you more,1
2061,hall? [chorus] yeah it takes,1
2060,the hall? [chorus] yeah it,1
2059,of the hall? [chorus] yeah,1
2058,back of the hall? [chorus],1
2057,in the back of the,1
2056,dance in the back of,1
2055,dance dance in the back,1
2015,my fault that i fucked,1
2013,it's not my fault that,1
1942,to the end you must,1
1969,bit more than you [verse,1
1981,far as i can tell,1
1980,as far as i can,1
1979,least as far as i,1
1978,at least as far as,1
1977,alive at least as far,1
1976,you're alive at least as,1
1975,and you're alive at least,1
1974,2] and you're alive at,1
1973,[verse 2] and you're alive,1
1972,you [verse 2] and you're,1
1971,than you [verse 2] and,1
1970,more than you [verse 2],1
1955,you [chorus] yeah it takes,1
1983,i can tell you are,1
1954,friends you [chorus] yeah it,1
1953,my friends you [chorus] yeah,1
1952,of my friends you [chorus],1
1951,all of my friends you,1
1950,kissing all of my friends,1
1949,than kissing all of my,1
1948,harder than kissing all of,1
1947,try harder than kissing all,1
1946,must try harder than kissing,1
1945,you must try harder than,1
1944,end you must try harder,1
1943,the end you must try,1
1982,as i can tell you,1
1984,can tell you are and,1
2012,and it's not my fault,1
1999,to my car and it's,1
2011,year and it's not my,1
2010,a year and it's not,1
2009,been a year and it's,1
2008,only been a year and,1
2007,it's only been a year,1
2006,how it's only been a,1
2005,ironic how it's only been,1
2004,so ironic how it's only,1
2003,it's so ironic how it's,1
2002,and it's so ironic how,1
2001,car and it's so ironic,1
2000,my car and it's so,1
1998,back to my car and,1
1985,tell you are and so,1
1997,we're back to my car,1
1996,then we're back to my,1
1995,and then we're back to,1
1994,down and then we're back,1
1993,me down and then we're,1
1992,beat me down and then,1
1991,you beat me down and,1
1990,i you beat me down,1
1989,am i you beat me,1
1988,so am i you beat,1
1987,and so am i you,1
1986,you are and so am,1
1817,strange as it seems i'm,1
1815,come around strange as it,1
1545,your mouth but you're alright,1
1814,light come around strange as,1
1632,about she was talking marriage,1
1631,me about she was talking,1
1630,show me about she was,1
1629,can show me about she,1
1628,you can show me about,1
1627,and you can show me,1
1626,one and you can show,1
1625,the one and you can,1
1624,i'm the one and you,1
1623,that i'm the one and,1
1622,pretend that i'm the one,1
1621,clouds? pretend that i'm the,1
1620,the clouds? pretend that i'm,1
1619,in the clouds? pretend that,1
1618,up in the clouds? pretend,1
1617,me up in the clouds?,1
1616,take me up in the,1
1615,to take me up in,1
1614,want to take me up,1
1613,you want to take me,1
1612,don't you want to take,1
1611,school don't you want to,1
1610,to school don't you want,1
1609,went to school don't you,1
1608,ever went to school don't,1
1607,hardly ever went to school,1
1606,you hardly ever went to,1
1633,she was talking marriage so,1
1634,was talking marriage so we,1
1635,talking marriage so we had,1
1650,sleeping about your ultimatum's a,1
1662,that allows me to smoke,1
1661,option that allows me to,1
1660,that option that allows me,1
1659,pick that option that allows,1
1658,gonna pick that option that,1
1657,i'm gonna pick that option,1
1656,joke i'm gonna pick that,1
1655,ridiculous joke i'm gonna pick,1
1654,a ridiculous joke i'm gonna,1
1653,ultimatum's a ridiculous joke i'm,1
1652,your ultimatum's a ridiculous joke,1
1651,about your ultimatum's a ridiculous,1
1649,by sleeping about your ultimatum's,1
1636,marriage so we had to,1
1648,it by sleeping about your,1
1647,for it by sleeping about,1
1646,up for it by sleeping,1
1645,making up for it by,1
1644,he's making up for it,1
1643,now he's making up for,1
1642,out now he's making up,1
1641,get out now he's making,1
1640,to get out now he's,1
1639,had to get out now,1
1638,we had to get out,1
1637,so we had to get,1
1605,how you hardly ever went,1
1124,say bye even in the,1
1603,yourself and how you hardly,1
1559,quarter to 11 we're knocking,1
1571,you can cry until 11,1
1570,bar you can cry until,1
1569,the bar you can cry,1
1568,in the bar you can,1
1567,in in the bar you,1
1566,pushing in in the bar,1
1565,town pushing in in the,1
1564,round town pushing in in,1
1563,knocking round town pushing in,1
1562,we're knocking round town pushing,1
1561,11 we're knocking round town,1
1560,to 11 we're knocking round,1
1558,it's quarter to 11 we're,1
1573,cry until 11 it's a,1
1557,are it's quarter to 11,1
1556,we are it's quarter to,1
1555,here we are it's quarter,1
1554,so here we are it's,1
1553,3] so here we are,1
1552,[verse 3] so here we,1
1551,alright [verse 3] so here,1
1550,alright alright [verse 3] so,1
1549,it's alright alright [verse 3],1
1548,you're alright yeah it's alright,1
1547,but you're alright yeah it's,1
1546,mouth but you're alright yeah,1
1572,can cry until 11 it's,1
1574,until 11 it's a quarter,1
1602,killing yourself and how you,1
1589,so much? you think you're,1
1601,and killing yourself and how,1
1600,sex and killing yourself and,1
1599,about sex and killing yourself,1
1598,write about sex and killing,1
1597,just write about sex and,1
1596,you just write about sex,1
1595,cool you just write about,1
1594,well cool you just write,1
1593,you're well cool you just,1
1592,think you're well cool you,1
1591,you think you're well cool,1
1590,much? you think you're well,1
1588,it so much? you think,1
1575,11 it's a quarter of,1
1587,hate it so much? you,1
1586,you hate it so much?,1
1585,if you hate it so,1
1584,stay if you hate it,1
1583,why stay if you hate,1
1582,and why stay if you,1
1581,hour and why stay if,1
1580,an hour and why stay,1
1579,of an hour and why,1
1578,quarter of an hour and,1
1577,a quarter of an hour,1
1576,it's a quarter of an,1
1663,allows me to smoke but,1
1664,me to smoke but i'm,1
1665,to smoke but i'm alright,1
1767,but you're not mine [verse,1
1779,"the town ""i could hear",1
1778,"'round the town ""i could",1
