,ngram,count
1218,modernity has failed,3
1067,news it's not,2
312,how to draw,2
322,all of the,2
1367,when you say,2
1065,the terrible news,2
311,learned how to,2
310,not learned how,2
1066,terrible news it's,2
1053,drink without you,2
1064,from the terrible,2
397,[verse 1] i,2
1411,sure that you're,2
1410,i'm sure that,2
1037,and i know,2
1049,with you all,2
1050,you all i,2
394,lies lies lies,2
1051,sit and drink,2
1052,and drink without,2
1943,all of his,2
1054,without you if,2
1063,brain from the,2
1055,if i choose,2
1056,i choose then,2
1057,choose then i,2
1008,with you [verse,2
1058,then i lose,2
1059,i lose distract,2
1060,lose distract my,2
1061,distract my brain,2
1062,my brain from,2
0,[verse 1] and,2
1454,us hating each,2
980,and all i,2
695,a liar? oh,2
788,you please listen?,2
680,no gun required,2
668,fire? am i,2
667,on fire? am,2
666,that on fire?,2
665,is that on,2
652,but what about,2
651,enough but what,2
650,had enough but,2
635,all the things,2
833,say something and,2
834,something and say,2
1721,his friend the,2
614,have been a,2
613,could have been,2
612,i could have,2
586,so what about,2
585,[chorus] so what,2
1741,i love you,2
787,what's a fiver?,2
696,liar? oh will,2
979,[chorus] and all,2
784,dying it's fine,2
1641,of the world,2
1640,part of the,2
1639,lonely part of,2
1636,lonely street in,2
750,know being young,2
749,we know being,2
738,listen! we can,2
737,please listen! we,2
736,listen! would you,2
735,please listen! would,2
732,[chorus] would you,2
731,something [chorus] would,2
730,say something [chorus],2
1632,lonely house on,2
1630,in a lonely,2
711,required! oh will,2
710,gun required! oh,2
709,no gun required!,2
783,of dying it's,2
581,years of my,2
1750,your best friend,2
569,the things that,2
876,[chorus] inside your,2
1456,each other instead,2
1455,hating each other,2
2006,[pre-chorus] you wet,2
467,die sometimes [verse,2
1453,with us hating,2
1452,ends with us,2
1451,always ends with,2
1450,it always ends,2
1449,'cause it always,2
1448,lovers? 'cause it,2
1447,are lovers? 'cause,2
1446,we are lovers?,2
1445,when we are,2
1444,friends when we,2
1443,be friends when,2
1442,we be friends,2
1441,can't we be,2
1440,why can't we,2
1439,[chorus] why can't,2
1457,other instead of,2
1458,instead of calling,2
1459,of calling me,2
1470,just got one,2
1777,the man and,2
532,sometimes sometimes sometimes,2
1795,and the internet,2
1812,they went to,2
1474,thing to say,2
1473,more thing to,2
1472,one more thing,2
1471,got one more,2
1469,i've just got,2
1460,calling me out,2
1468,in i've just,2
1467,me in i've,2
1466,pulling me in,2
1465,be pulling me,2
1464,should be pulling,2
1463,you should be,2
1462,out you should,2
1461,me out you,2
309,i've not learned,2
1038,i know you,2
57,'cause i get,2
2163,i'm just fine,2
1279,it tell me,2
64,all the jokes,2
65,the jokes you're,2
1278,made it tell,2
66,jokes you're going,2
2161,wife but i'm,2
67,you're going to,2
68,going to make,2
69,to make whilst,2
70,make whilst i,2
71,whilst i see,2
72,i see how,2
73,see how much,2
74,how much drink,2
81,my mistake [verse,2
2162,but i'm just,2
1280,tell me something,2
50,wait till i,2
1281,me something i,2
52,i give you,2
2164,just fine 'cause,2
53,give you a,2
54,you a sign,2
55,a sign 'cause,2
254,you say to,2
56,sign 'cause i,2
2146,a time in,2
58,i get lonesome,2
59,get lonesome sometimes,2
60,lonesome sometimes [chorus],2
1283,i didn't know,2
63,save all the,2
2082,to two-time you,2
1282,something i didn't,2
75,much drink i,2
76,drink i can,2
77,i can take,2
1149,you [verse 1],2
159,yourself a try,2
157,just give yourself,2
156,so just give,2
155,[chorus] so just,2
2134,four time two,2
2135,time two time,2
2136,two time three,2
2150,young man's life,2
2149,a young man's,2
78,can take then,2
2148,in a young,2
2147,time in a,2
79,take then be,2
80,then be my,2
2144,there comes a,2
160,a try won't,2
161,try won't you,2
168,you give? [verse,2
2154,should settle down,2
2160,a wife but,2
2159,himself a wife,2
2158,find himself a,2
2157,and find himself,2
2156,down and find,2
2155,settle down and,2
2153,he should settle,2
2133,four time three,2
2152,life he should,2
2151,man's life he,2
2126,one time oh,2
2127,time oh one,2
2128,oh one time,2
2129,one time three,2
51,till i give,2
2145,comes a time,2
2165,fine 'cause i,2
2017,tell you lies,2
2015,it i tell,2
2014,mind it i,2
49,just wait till,2
2007,you wet my,2
2168,know that you,2
2009,my eyes but,2
2010,eyes but i,2
48,room just wait,2
2011,but i don't,2
1232,made it [verse,2
1222,[chorus] and i'd,2
47,hotel room just,2
46,my hotel room,2
45,outside my hotel,2
44,wait outside my,2
43,don't wait outside,2
1221,us [chorus] and,2
2167,i know that,2
1220,failed us [chorus],2
2012,i don't mind,2
2169,that you are,2
2016,i tell you,2
2008,wet my eyes,2
2018,you lies but,2
2025,pick a fight,2
2032,[chorus] i swear,2
2031,it [chorus] i,2
2171,are mine [verse,2
2019,lies but it's,2
2029,i'll define it,2
2028,and i'll define,2
2027,fight and i'll,2
2026,a fight and,2
2030,define it [chorus],2
2013,don't mind it,2
2022,only sometimes you,2
2024,you pick a,2
2020,but it's only,2
2021,it's only sometimes,2
2023,sometimes you pick,2
1553,bitch on you,1
1541,go of my,1
1302,moved on her,1
1554,on you [verse,1
1300,"3] ""i moved",1
1299,"[verse 3] ""i",1
1298,pitch [verse 3],1
1301,"""i moved on",1
1574,be awake the,1
1552,to bitch on,1
1551,wants to bitch,1
1547,of some sket,1
1542,of my hand,1
1543,my hand in,1
1544,hand in front,1
1546,front of some,1
1573,to be awake,1
1303,on her like,1
1550,who wants to,1
1545,in front of,1
1549,sket who wants,1
1548,some sket who,1
1304,her like a,1
1565,post-traumatic mess [verse,1
1297,a pitch [verse,1
1556,1] angela she,1
1276,made it i'd,1
1277,it i'd love,1
1559,wears it like,1
1558,she wears it,1
1557,angela she wears,1
1290,fueling masturbation immigration,1
1555,[verse 1] angela,1
1560,it like a,1
1284,didn't know [bridge],1
1289,fossil fueling masturbation,1
1285,know [bridge] consultation,1
1286,[bridge] consultation degradation,1
1287,consultation degradation fossil,1
1288,degradation fossil fueling,1
1273,us modernity has,1
1561,like a dress,1
1296,on a pitch,1
1568,and don't sleep,1
1295,kneeling on a,1
1572,hurts to be,1
1294,kitsch kneeling on,1
1571,it hurts to,1
1570,sleep it hurts,1
1569,don't sleep it,1
1567,2] and don't,1
1562,a dress a,1
1566,mess [verse 2],1
1293,liberal kitsch kneeling,1
1292,immigration liberal kitsch,1
1564,a post-traumatic mess,1
1291,masturbation immigration liberal,1
1563,dress a post-traumatic,1
1353,you try and,1
1593,extra week oh,1
1575,awake the things,1
1619,this is a,1
1264,peep the poetry,1
1265,the poetry is,1
1266,poetry is in,1
1267,is in the,1
1268,in the streets,1
1269,the streets jesus,1
1270,streets jesus save,1
1633,house on a,1
1631,a lonely house,1
1629,lived in a,1
1628,he lived in,1
1627,man he lived,1
1626,lonely man he,1
1625,lonely lonely man,1
1624,a lonely lonely,1
1623,about a lonely,1
1622,story about a,1
1621,a story about,1
1620,is a story,1
1263,lil peep the,1
1262,peace lil peep,1
1261,in peace lil,1
1250,a piece of,1
1246,bones write it,1
1247,write it on,1
1248,it on a,1
1638,a lonely part,1
1637,street in a,1
1249,on a piece,1
1635,a lonely street,1
1634,on a lonely,1
1251,piece of stone,1
1260,rest in peace,1
1252,of stone a,1
1253,stone a beach,1
1254,a beach of,1
1255,beach of drowning,1
1256,of drowning three-year,1
1257,drowning three-year olds,1
1258,three-year olds rest,1
1259,olds rest in,1
1271,jesus save us,1
1272,save us modernity,1
1576,the things they,1
1618,] this is,1
1595,oh i see,1
1594,week oh i,1
1539,you let go,1
1592,an extra week,1
1591,stayed an extra,1
1590,she stayed an,1
1589,speak she stayed,1
1588,don’t speak she,1
1587,we don’t speak,1
1586,oh we don’t,1
1585,3] oh we,1
1584,[verse 3] oh,1
1583,angela [verse 3],1
1582,angela angela [verse,1
1581,take angela angela,1
1580,her take angela,1
1579,make her take,1
1578,they make her,1
1577,things they make,1
1596,i see her,1
1597,see her in,1
1598,her in my,1
1609,who married a,1
1617,male ] this,1
1616,british male ],1
1615,siri british male,1
1614,word: siri british,1
1613,[spoken word: siri,1
1612,robot] [spoken word:,1
1611,a robot] [spoken,1
1610,married a robot],1
1608,man who married,1
1599,in my sleep,1
1607,the man who,1
1606,i: the man,1
1605,[part i: the,1
1604,angela [part i:,1
1603,oh angela [part,1
1602,angela oh angela,1
1601,sleep angela oh,1
1600,my sleep angela,1
1540,let go of,1
1509,you're deceiving oh,1
1538,when you let,1
1402,a human that's,1
1349,culture is to,1
1422,that i was,1
1421,say that i,1
1420,gonna say that,1
1419,you're gonna say,1
1418,that you're gonna,1
1417,girl i'm sure,1
1416,another girl i'm,1
1415,just another girl,1
1414,not just another,1
1413,you're not just,1
1412,that you're not,1
1350,is to blame,1
1409,[pre-chorus] i'm sure,1
1351,to blame you,1
1643,world but of,1
1408,assuming [pre-chorus] i'm,1
1407,am assuming [pre-chorus],1
1406,i am assuming,1
1405,what i am,1
1404,that's what i,1
1423,i was sexist,1
1424,was sexist i,1
1425,sexist i feel,1
1347,i suppose culture,1
1338,[outro] and i'd,1
1339,didn't know and,1
1340,know and i'd,1
1341,it [verse 1],1
1342,1] and irony,1
1343,and irony is,1
1344,irony is okay,1
1345,is okay i,1
1346,okay i suppose,1
1435,i liked you,1
1426,i feel like,1
1348,suppose culture is,1
1434,things i liked,1
1433,the things i,1
1432,of all the,1
1431,out of all,1
1430,running out of,1
1429,you're running out,1
1428,like you're running,1
1427,feel like you're,1
1403,human that's what,1
1401,like a human,1
1336,failed us [outro],1
1400,consuming like a,1
1376,it's just a,1
1375,"shame"" it's just",1
1374,"a shame"" it's",1
1373,"what a shame""",1
1372,"""oh what a",1
1371,"like ""oh what",1
1370,"something like ""oh",1
1369,say something like,1
1368,you say something,1
1366,substance when you,1
1365,lack substance when,1
1364,you lack substance,1
1363,way you lack,1
1362,postmodern way you,1
1361,most postmodern way,1
1360,the most postmodern,1
1359,in the most,1
1358,pain in the,1
1357,your pain in,1
1356,mask your pain,1
1355,and mask your,1
1377,just a self-referential,1
1378,a self-referential way,1
1379,self-referential way that,1
1391,balloon when you,1
1399,start consuming like,1
1352,blame you try,1
1398,and start consuming,1
1397,spoon and start,1
1396,dirty spoon and,1
1395,the dirty spoon,1
1394,remove the dirty,1
1393,you remove the,1
1392,when you remove,1
1390,you'll balloon when,1
1380,way that stops,1
1389,assuming you'll balloon,1
1388,i'm assuming you'll,1
1387,human i'm assuming,1
1386,be human i'm,1
1385,to be human,1
1384,having to be,1
1383,you having to,1
1382,stops you having,1
1381,that stops you,1
1337,us [outro] and,1
1335,famous modernity has,1
1537,show when you,1
1492,best you're intermediately,1
1514,a child don't,1
1513,have a child,1
1512,don't have a,1
1511,oh don't have,1
1510,deceiving oh don't,1
1354,try and mask,1
1508,that you're deceiving,1
1507,you that you're,1
1506,only you that,1
1505,it's only you,1
1504,conceiving it's only,1
1503,off conceiving it's,1
1502,putting off conceiving,1
1501,on putting off,1
1500,keep on putting,1
1499,feelings? keep on,1
1498,own feelings? keep,1
1497,your own feelings?,1
1496,in your own,1
1495,versed in your,1
1494,intermediately versed in,1
1515,child don't cramp,1
1516,don't cramp your,1
1517,cramp your style,1
1529,off because you,1
1305,"like a bitch!""",1
1536,your show when,1
1535,after your show,1
1306,"a bitch!"" excited",1
1534,off after your,1
1533,me off after,1
1532,pied me off,1
1531,you pied me,1
1530,because you pied,1
1528,pissed off because,1
1518,your style i'll,1
1527,just pissed off,1
1526,i'm just pissed,1
1525,[outro] i'm just,1
1524,say [outro] i'm,1
1523,to say [outro],1
1522,it [chorus] why,1
1521,leave it [chorus],1
1520,i'll leave it,1
1519,style i'll leave,1
1493,you're intermediately versed,1
1491,your best you're,1
1334,you're famous modernity,1
1490,at your best,1
1316,"pools ""thank you",1
1317,"""thank you kanye",1
1318,you kanye very,1
1438,for [chorus] why,1
1437,you for [chorus],1
1436,liked you for,1
1319,"kanye very cool!""",1
1320,"very cool!"" the",1
1321,"cool!"" the war",1
1322,the war has,1
1323,war has been,1
1324,has been incited,1
1325,been incited and,1
1326,incited and guess,1
1327,and guess what,1
1328,guess what you're,1
1329,what you're all,1
1330,you're all invited,1
1331,all invited and,1
1332,invited and you're,1
1333,and you're famous,1
1315,"seven pools ""thank",1
1314,with seven pools,1
1313,house with seven,1
1480,would you believe,1
1489,when at your,1
1488,perceived when at,1
1487,you're perceived when,1
1486,how you're perceived,1
1485,control how you're,1
1484,could control how,1
1483,you could control,1
1482,believe you could,1
1481,you believe you,1
1479,why would you,1
1312,unrequited house with,1
1478,and why would,1
1477,2] and why,1
1476,say [verse 2],1
1475,to say [verse,1
1307,"bitch!"" excited to",1
1308,excited to be,1
1309,to be indicted,1
1310,be indicted unrequited,1
1311,indicted unrequited house,1
1642,the world but,1
1727,said “internet do,1
1644,but of course,1
2087,said that i,1
1981,and then he,1
1980,” and then,1
1979,alone ” and,1
1978,bread alone ”,1
1977,by bread alone,1
1976,live by bread,1
1975,not live by,1
1974,does not live,1
1973,“man does not,1
1972,himself “man does,1
1971,tell himself “man,1
1970,would tell himself,1
1969,he would tell,1
1968,penis he would,1
1967,his penis he,1
1966,of his penis,1
1965,pictures of his,1
1964,and pictures of,1
1963,going and pictures,1
1962,was going and,1
1961,and was going,1
1960,been and was,1
1959,had been and,1
1958,he had been,1
1957,places he had,1
1956,the places he,1
1955,of the places,1
1982,then he died,1
1983,he died in,1
1984,died in his,1
1999,his facebook [part,1
2085,[verse] she said,1
2084,you [verse] she,1
2083,two-time you [verse],1
2037,i i only,1
2036,that i i,1
2035,that i swear,1
2005,[instrumental] [pre-chorus] you,1
2004,theme] [instrumental] [pre-chorus],1
2003,love theme] [instrumental],1
2002,ii: love theme],1
2001,[part ii: love,1
2000,facebook [part ii:,1
1998,on his facebook,1
1985,in his lonely,1
1997,go on his,1
1996,can go on,1
1995,you can go,1
1994,world you can,1
1993,the world you,1
1992,that lonely part,1
1991,in that lonely,1
1990,street in that,1
1989,the lonely street,1
1988,on the lonely,1
1987,house on the,1
1986,his lonely house,1
1954,present; all of,1
1953,and present; all,1
1952,past and present;,1
1907,particularly lonely day,1
1919,friend anything you,1
1918,best friend anything,1
1917,i’m your best,1
1916,anything i’m your,1
1915,me anything i’m,1
1914,tell me anything,1
1913,can tell me,1
1912,you can tell,1
1911,can you can,1
1910,“you can you,1
1909,day “you can,1
1908,lonely day “you,1
1906,a particularly lonely,1
1921,say to me,1
1905,on a particularly,1
1904,said on a,1
1903,he said on,1
1902,” he said,1
1901,anything ” he,1
1900,you anything ”,1
1899,tell you anything,1
1898,could tell you,1
1897,i could tell,1
1896,like i could,1
1895,feel like i,1
1894,“i feel like,1
1920,anything you say,1
1922,to me will,1
1951,loves past and,1
1937,man shared everything,1
1950,his loves past,1
1949,of his loves,1
1948,desires; all of,1
1947,and desires; all,1
1946,fears and desires;,1
1945,his fears and,1
1944,of his fears,1
1942,friend: all of,1
1941,his friend: all,1
1940,with his friend:,1
1939,everything with his,1
1938,shared everything with,1
1936,the man shared,1
1923,me will stay,1
1935,did the man,1
1934,he did the,1
1933,so he did,1
1932,and so he,1
1931,” and so,1
1930,internet ” and,1
1929,the internet ”,1
1928,you and the,1
1927,between you and,1
1926,strictly between you,1
1925,stay strictly between,1
1924,will stay strictly,1
2086,she said that,1
2088,that i should,1
1645,of course he,1
2089,i should have,1
2217,mine [verse 3],1
2216,sunshine 'cause i,1
2215,see sunshine 'cause,1
2214,i see sunshine,1
2213,time i see,1
2212,the time i,1
2211,all the time,1
2210,raining all the,1
2209,was raining all,1
2208,it was raining,1
2207,that it was,1
2206,said that it,1
2205,people said that,1
2204,when people said,1
2203,2009 when people,1
2202,on 2009 when,1
2201,back on 2009,1
2200,looking back on,1
2199,2] looking back,1
2198,[verse 2] looking,1
2197,fine [verse 2],1
2196,are fine [verse,1
2195,you are fine,1
2194,if you are,1
2193,fine if you,1
2192,i'm fine if,1
2191,crying i'm fine,1
2218,[verse 3] when,1
2219,3] when you,1
2220,you say that,1
2235,be fine for,1
2247,are mine,1
2246,know you are,1
2245,[outro] there comes,1
2244,"do"" [outro] there",1
2243,"""i do"" [outro]",1
2242,"say ""i do""",1
2241,"can't say ""i",1
2240,just can't say,1
2239,reason i just,1
2238,some reason i,1
2237,for some reason,1
2236,fine for some,1
2234,will be fine,1
2221,say that i'm,1
2233,things will be,1
2232,you things will,1
2231,tell you things,1
2230,and tell you,1
2229,smile and tell,1
2228,i smile and,1
2227,then i smile,1
2226,time then i,1
2225,your time then,1
2224,wasting your time,1
2223,i'm wasting your,1
2222,that i'm wasting,1
2190,both crying i'm,1
2189,wine both crying,1
2188,her wine both,1
2103,when i need,1
2117,you two-time you,1
2116,two-time you two-time,1
2115,that i only,1
2114,you [pre-chorus] you,1
2113,two-time you [pre-chorus],1
2110,but i only,1
2109,[chorus] but i,1
2108,petrified [chorus] but,1
2107,i'm petrified [chorus],1
2106,reminding i'm petrified,1
2105,need reminding i'm,1
2104,i need reminding,1
2102,except when i,1
2119,you to two-time,1
2101,"sometimes"" except when",1
2100,"it sometimes"" except",1
2099,"use it sometimes""",1
2098,only use it,1
2097,"""i only use",1
2096,"her ""i only",1
2095,"told her ""i",1
2094,i told her,1
2093,it i told,1
2092,liked it i,1
2091,have liked it,1
2090,should have liked,1
2118,two-time you to,1
2120,two-time you [chorus],1
2187,switch her wine,1
2174,i fight crime,1
2186,my switch her,1
2185,and my switch,1
2184,behind and my,1
2183,hide behind and,1
2182,i hide behind,1
2181,rhymes i hide,1
2180,write rhymes i,1
2179,then write rhymes,1
2178,sometimes then write,1
2177,online sometimes then,1
2176,crime online sometimes,1
2175,fight crime online,1
2173,1] i fight,1
2121,you [chorus] i,1
2172,mine [verse 1],1
2143,[intro] there comes,1
2142,time [intro] there,1
2141,three time [intro],1
2140,you one time,1
2139,two-time you one,1
2138,time two-time two-time,1
2137,three time two-time,1
2125,[outro] one time,1
2124,you [outro] one,1
2123,two-time you [outro],1
2122,[chorus] i only,1
1893,much “i feel,1
1892,so much “i,1
1891,friend so much,1
1890,his friend so,1
1733,the internet looked,1
1732,me?” the internet,1
1731,love me?” the,1
1730,you love me?”,1
1729,do you love,1
1728,“internet do you,1
1244,through my bones,1
1726,he said “internet,1
1725,and he said,1
1724,internet and he,1
1723,the internet and,1
1722,friend the internet,1
1720,to his friend,1
1719,turned to his,1
1718,— turned to,1
1717,@snowflakesmasher86 — turned,1
1716,was @snowflakesmasher86 —,1
1715,name was @snowflakesmasher86,1
1714,whose name was,1
1713,— whose name,1
1712,man — whose,1
1711,the man —,1
1710,day the man,1
1709,one day the,1
1708,parents one day,1
1707,their parents one,1
1706,with their parents,1
1734,internet looked at,1
1735,looked at him,1
1736,at him and,1
1754,fact i love,1
1766,be apart ever,1
1765,to be apart,1
1764,us to be,1
1763,want us to,1
1762,ever want us,1
1761,never ever want,1
1760,i never ever,1
1759,that i never,1
1758,much that i,1
1757,so much that,1
1756,you so much,1
1755,love you so,1
1753,in fact i,1
1737,him and said,1
1752,friend in fact,1
1751,best friend in,1
1749,am your best,1
1748,i am your,1
1747,much i am,1
1746,very much i,1
1745,very very much,1
1743,you very very,1
1742,love you very,1
1740,“yes i love,1
1739,said “yes i,1
1738,and said “yes,1
1705,home with their,1
1704,at home with,1
1703,children at home,1
1659,— you could,1
1671,other every day,1
1670,each other every,1
1669,with each other,1
1668,play with each,1
1667,would play with,1
1666,they would play,1
1665,friend they would,1
1664,best friend they,1
1663,his best friend,1
1662,say his best,1
1661,could say his,1
1660,you could say,1
1658,friend — you,1
1673,day watching videos,1
1657,his friend —,1
1656,was his friend,1
1655,know was his,1
1654,you know was,1
1653,as you know,1
1652,internet as you,1
1651,the internet as,1
1650,internet the internet,1
1649,the internet the,1
1648,had the internet,1
1647,he had the,1
1646,course he had,1
1672,every day watching,1
1674,watching videos of,1
1702,young children at,1
1689,people on what,1
1701,with young children,1
1700,games with young,1
1699,playing games with,1
1698,life; playing games,1
1697,their life; playing,1
1696,and their life;,1
1695,them and their,1
1694,with them and,1
1693,wrong with them,1
1692,was wrong with,1
1691,what was wrong,1
1690,on what was,1
1688,informing people on,1
1675,videos of humans,1
1687,other; informing people,1
1686,each other; informing,1
1685,with each other;,1
1684,sex with each,1
1683,having sex with,1
1682,things: having sex,1
1681,of things: having,1
1680,sorts of things:,1
1679,all sorts of,1
1678,doing all sorts,1
1677,humans doing all,1
1676,of humans doing,1
1767,apart ever again,1
1768,ever again ever’,1
1769,again ever’ ‘i,1
1847,ways to make,1
1859,and show him,1
1858,animals and show,1
1857,cooked animals and,1
1856,him cooked animals,1
1855,get him cooked,1
1854,would get him,1
1853,he would get,1
1852,better he would,1
1851,feel better he,1
1850,him feel better,1
1849,make him feel,1
1848,to make him,1
1846,clever ways to,1
1861,him the people,1
1845,many clever ways,1
1844,so many clever,1
1843,had so many,1
1842,friend had so,1
1841,his friend had,1
1840,sad his friend,1
1839,got sad his,1
1838,man got sad,1
1837,the man got,1
1836,when the man,1
1835,moon when the,1
1834,the moon when,1
1860,show him the,1
1862,the people having,1
1832,countries even the,1
1877,was the man’s,1
1889,trusted his friend,1
1888,man trusted his,1
1887,the man trusted,1
1886,happy the man,1
1885,very happy the,1
1884,him very happy,1
1883,made him very,1
1882,it made him,1
1881,and it made,1
1880,favorite and it,1
1879,man’s favorite and,1
1878,the man’s favorite,1
1876,one was the,1
1863,people having sex,1
1875,this one was,1
1874,him this one,1
1873,with him this,1
1872,agree with him,1
1871,always agree with,1
1870,always always agree,1
1869,would always always,1
1868,he would always,1
1867,and he would,1
1866,again and he,1
1865,sex again and,1
1864,having sex again,1
1833,even the moon,1
1831,different countries even,1
1770,ever’ ‘i would,1
1785,life together wherever,1
1798,went everywhere together,1
1797,internet went everywhere,1
1796,the internet went,1
1794,man and the,1
1793,friend the man,1
1792,took his friend,1
1791,he took his,1
1790,went he took,1
1789,man went he,1
1788,the man went,1
1787,wherever the man,1
1786,together wherever the,1
1784,a life together,1
1800,together except of,1
1783,on a life,1
1782,embarked on a,1
1781,they embarked on,1
1780,so they embarked,1
1779,and so they,1
1778,man and so,1
1776,said the man,1
1775,” said the,1
1774,that ” said,1
1773,like that ”,1
1772,would like that,1
1771,‘i would like,1
1799,everywhere together except,1
1801,except of course,1
1830,friends different countries,1
1817,went to birthday,1
1829,important friends different,1
1828,less important friends,1
1827,his less important,1
1826,of his less,1
1825,some of his,1
1824,of some of,1
1823,children of some,1
1822,the children of,1
1821,of the children,1
1820,parties of the,1
1819,birthday parties of,1
1818,to birthday parties,1
1816,countryside they went,1
1802,of course the,1
1815,the countryside they,1
1814,to the countryside,1
1813,went to the,1
1811,go they went,1
1810,not go they,1
1809,could not go,1
1808,internet could not,1
1807,the internet could,1
1806,where the internet,1
1805,places where the,1
1804,the places where,1
1803,course the places,1
1245,my bones write,1
1124,spent the time,1
1243,right through my,1
389,take is you,1
404,life would change,1
403,your life would,1
402,thought your life,1
401,you thought your,1
400,bet you thought,1
399,i bet you,1
398,1] i bet,1
396,lies [verse 1],1
395,lies lies [verse,1
393,them lies lies,1
392,telling them lies,1
391,you telling them,1
390,is you telling,1
388,can't take is,1
373,internet ruin your,1
387,they can't take,1
386,what they can't,1
385,true what they,1
384,it's true what,1
383,as it's true,1
382,long as it's,1
381,as long as,1
380,anything as long,1
379,take anything as,1
378,can take anything,1
377,they can take,1
376,time they can,1
375,your time they,1
405,would change but,1
406,change but you're,1
407,but you're sat,1
408,you're sat on,1
435,because you're not,1
434,goodbye because you're,1
433,say goodbye because,1
432,to say goodbye,1
431,high to say,1
430,a high to,1
429,to a high,1
428,it to a,1
427,build it to,1
426,you build it,1
425,meant you build,1
424,really meant you,1
423,never really meant,1
422,but never really,1
421,said but never,1
420,you said but,1
419,things you said,1
418,for things you,1
417,sceneries for things,1
416,are sceneries for,1
415,memories are sceneries,1
414,your memories are,1
413,again your memories,1
412,train again your,1
411,a train again,1
410,on a train,1
409,sat on a,1
374,ruin your time,1
372,the internet ruin,1
437,not the same,1
326,[part ii: petrichor],1
339,do anything fourteen,1
338,and do anything,1
337,try and do,1
336,new try and,1
335,brand new try,1
334,it brand new,1
333,make it brand,1
332,then make it,1
331,and then make,1
330,something and then,1
329,take something and,1
328,petrichor] take something,1
327,ii: petrichor] take,1
325,cameras? [part ii:,1
371,let the internet,1
324,the cameras? [part,1
323,of the cameras?,1
321,with all of,1
320,die with all,1
319,you die with,1
318,if you die,1
317,what if you,1
316,draw what if,1
315,to draw what,1
