,ngram,count
2102,i don't mind it,2
2101,but i don't mind,2
2100,eyes but i don't,2
2099,my eyes but i,2
2098,wet my eyes but,2
2097,you wet my eyes,2
2096,[pre-chorus] you wet my,2
317,i've not learned how,2
318,not learned how to,2
319,learned how to draw,2
1120,news it's not living,2
1119,terrible news it's not,2
1118,the terrible news it's,2
1117,from the terrible news,2
1107,you if i choose,2
1519,are lovers? 'cause it,2
1105,drink without you if,2
1104,and drink without you,2
691,that on fire? am,2
690,is that on fire?,2
818,scared of dying it's,2
819,of dying it's fine,2
675,but what about these,2
674,enough but what about,2
673,had enough but what,2
672,you'd had enough but,2
823,what's a fiver? being,2
824,would you please listen?,2
632,could have been a,2
631,i could have been,2
603,so what about these,2
602,[chorus] so what about,2
877,and say something and,2
878,say something and say,2
879,something and say something,2
922,[chorus] inside your mind,2
1545,more thing to say,2
692,on fire? am i,2
693,fire? am i a,2
721,i a liar? oh,2
768,please listen! we can,2
761,something [chorus] would you,2
760,say something [chorus] would,2
759,and say something [chorus],2
1717,part of the world,2
764,you please listen! would,2
765,please listen! would you,2
766,listen! would you please,2
767,you please listen! we,2
769,listen! we can see,2
722,a liar? oh will,2
739,required! oh will this,2
738,gun required! oh will,2
737,no gun required! oh,2
779,so we know being,2
780,we know being young,2
781,know being young in,2
1716,lonely part of the,2
723,liar? oh will this,2
1544,one more thing to,2
1543,got one more thing,2
1542,just got one more,2
1511,[chorus] why can't we,2
2120,define it [chorus] i,2
1518,we are lovers? 'cause,2
1517,when we are lovers?,2
1516,friends when we are,2
1515,be friends when we,2
1514,we be friends when,2
1513,can't we be friends,2
1512,why can't we be,2
1029,[chorus] and all i,2
1521,'cause it always ends,2
1030,and all i do,2
1057,not with you [verse,2
1480,i'm sure that you're,2
1099,not with you all,2
1100,with you all i,2
1101,you all i do,2
1102,is sit and drink,2
1103,sit and drink without,2
1520,lovers? 'cause it always,2
1522,it always ends with,2
1541,i've just got one,2
1532,calling me out you,2
1540,in i've just got,2
1539,me in i've just,2
1538,pulling me in i've,2
1537,be pulling me in,2
1536,should be pulling me,2
1535,you should be pulling,2
1534,out you should be,2
1533,me out you should,2
1531,of calling me out,2
1523,always ends with us,2
1530,instead of calling me,2
1529,other instead of calling,2
1528,each other instead of,2
1527,hating each other instead,2
1526,us hating each other,2
1525,with us hating each,2
1524,ends with us hating,2
477,wanna die sometimes [verse,2
2119,i'll define it [chorus],2
762,[chorus] would you please,2
2121,it [chorus] i swear,2
163,a try won't you,2
161,give yourself a try,2
159,so just give yourself,2
158,[chorus] so just give,2
66,jokes you're going to,2
67,you're going to make,2
68,going to make whilst,2
69,to make whilst i,2
70,make whilst i see,2
71,whilst i see how,2
72,i see how much,2
73,see how much drink,2
74,how much drink i,2
75,much drink i can,2
76,drink i can take,2
77,i can take then,2
162,yourself a try won't,2
164,try won't you give,2
79,take then be my,2
172,won't you give? [verse,2
58,i get lonesome sometimes,2
59,get lonesome sometimes [chorus],2
63,save all the jokes,2
64,all the jokes you're,2
65,the jokes you're going,2
2224,one time oh one,2
2225,time oh one time,2
2226,oh one time three,2
2227,one time three time,2
2230,time four time three,2
2231,four time three time,2
2232,time four time two,2
2233,four time two time,2
2234,time two time three,2
2235,two time three time,2
78,can take then be,2
2246,there comes a time,2
56,sign 'cause i get,2
2265,i'm just fine 'cause,2
2267,fine 'cause i know,2
2268,'cause i know that,2
2269,i know that you,2
2270,know that you are,2
2271,that you are mine,2
2272,you are mine [verse,2
80,then be my mistake,2
81,be my mistake [verse,2
1348,something i didn't know,2
1347,me something i didn't,2
1346,tell me something i,2
1345,it tell me something,2
2122,[chorus] i swear that,2
1344,made it tell me,2
1343,we made it tell,2
2266,just fine 'cause i,2
2264,but i'm just fine,2
2247,comes a time in,2
2263,wife but i'm just,2
2248,a time in a,2
2249,time in a young,2
2250,in a young man's,2
2251,a young man's life,2
2252,young man's life he,2
2253,man's life he should,2
2254,life he should settle,2
2255,he should settle down,2
2256,should settle down and,2
2257,settle down and find,2
2258,down and find himself,2
2259,and find himself a,2
2260,find himself a wife,2
2261,himself a wife but,2
2262,a wife but i'm,2
57,'cause i get lonesome,2
160,just give yourself a,2
46,my hotel room just,2
54,you a sign 'cause,2
1281,failed us [chorus] and,2
51,till i give you,2
50,wait till i give,2
1282,us [chorus] and i'd,2
1283,[chorus] and i'd love,2
2173,mean to two-time you,2
49,just wait till i,2
53,give you a sign,2
52,i give you a,2
48,room just wait till,2
1293,we made it [verse,2
45,outside my hotel room,2
44,wait outside my hotel,2
1280,has failed us [chorus],2
43,don't wait outside my,2
2204,mean to two-time two-time,2
47,hotel room just wait,2
55,a sign 'cause i,2
1328,the poetry is in,1
1295,it [verse 2] and,1
1325,peace lil peep the,1
1326,lil peep the poetry,1
1327,peep the poetry is,1
1332,the streets jesus save,1
1329,poetry is in the,1
1330,is in the streets,1
1331,in the streets jesus,1
1333,streets jesus save us,1
1294,made it [verse 2],1
1297,2] and poison me,1
1636,like a dress a,1
1296,[verse 2] and poison,1
1304,the jones right through,1
1298,and poison me daddy,1
1309,bones write it on,1
1316,stone a beach of,1
1315,of stone a beach,1
1314,piece of stone a,1
1313,a piece of stone,1
1312,on a piece of,1
1311,it on a piece,1
1310,write it on a,1
1308,my bones write it,1
1299,poison me daddy i,1
1307,through my bones write,1
1306,right through my bones,1
1305,jones right through my,1
1303,got the jones right,1
1302,i got the jones,1
1301,daddy i got the,1
1300,me daddy i got,1
1635,it like a dress,1
1632,angela she wears it,1
1634,wears it like a,1
1614,let go of my,1
1612,when you let go,1
1611,show when you let,1
1610,your show when you,1
1609,after your show when,1
1608,off after your show,1
1607,me off after your,1
1606,pied me off after,1
1605,you pied me off,1
1604,because you pied me,1
1603,off because you pied,1
1602,pissed off because you,1
1601,just pissed off because,1
1600,i'm just pissed off,1
1599,[outro] i'm just pissed,1
1598,say [outro] i'm just,1
1597,to say [outro] i'm,1
1596,thing to say [outro],1
1595,it [chorus] why can't,1
1594,leave it [chorus] why,1
1613,you let go of,1
1615,go of my hand,1
1633,she wears it like,1
1616,of my hand in,1
1318,beach of drowning three-year,1
1631,1] angela she wears,1
1630,[verse 1] angela she,1
1629,you [verse 1] angela,1
1628,on you [verse 1],1
1627,bitch on you [verse,1
1626,to bitch on you,1
1334,jesus save us modernity,1
1335,save us modernity has,1
1336,us modernity has failed,1
1625,wants to bitch on,1
1624,who wants to bitch,1
1623,sket who wants to,1
1622,some sket who wants,1
1621,of some sket who,1
1620,front of some sket,1
1619,in front of some,1
1618,hand in front of,1
1617,my hand in front,1
1317,a beach of drowning,1
1690,word: siri british male,1
1319,of drowning three-year olds,1
1663,we don’t speak she,1
1671,oh i see her,1
1670,week oh i see,1
1669,extra week oh i,1
1668,an extra week oh,1
1667,stayed an extra week,1
1666,she stayed an extra,1
1665,speak she stayed an,1
1664,don’t speak she stayed,1
1662,oh we don’t speak,1
1673,see her in my,1
1661,3] oh we don’t,1
1693,male ] this is,1
1694,] this is a,1
1695,this is a story,1
1696,is a story about,1
1697,a story about a,1
1698,story about a lonely,1
1699,about a lonely lonely,1
1672,i see her in,1
1674,her in my sleep,1
1320,drowning three-year olds rest,1
1680,angela [part i: the,1
1688,robot] [spoken word: siri,1
1687,a robot] [spoken word:,1
1686,married a robot] [spoken,1
1685,who married a robot],1
1684,man who married a,1
1683,the man who married,1
1682,i: the man who,1
1681,[part i: the man,1
1322,olds rest in peace,1
1675,in my sleep angela,1
1323,rest in peace lil,1
1324,in peace lil peep,1
1679,oh angela [part i:,1
1678,angela oh angela [part,1
1691,siri british male ],1
1692,british male ] this,1
1677,sleep angela oh angela,1
1676,my sleep angela oh,1
1700,a lonely lonely man,1
1701,lonely lonely man he,1
1702,lonely man he lived,1
1639,a post-traumatic mess [verse,1
1645,don't sleep it hurts,1
1644,and don't sleep it,1
1709,house on a lonely,1
1710,on a lonely street,1
1643,2] and don't sleep,1
1642,[verse 2] and don't,1
1641,mess [verse 2] and,1
1640,post-traumatic mess [verse 2],1
1711,a lonely street in,1
1660,[verse 3] oh we,1
1712,lonely street in a,1
1713,street in a lonely,1
1714,in a lonely part,1
1715,a lonely part of,1
1638,dress a post-traumatic mess,1
1637,a dress a post-traumatic,1
1689,[spoken word: siri british,1
1321,three-year olds rest in,1
1646,sleep it hurts to,1
1647,it hurts to be,1
1648,hurts to be awake,1
1649,to be awake the,1
1703,man he lived in,1
1704,he lived in a,1
1705,lived in a lonely,1
1592,style i'll leave it,1
1706,in a lonely house,1
1707,a lonely house on,1
1659,angela [verse 3] oh,1
1658,angela angela [verse 3],1
1657,take angela angela [verse,1
1656,her take angela angela,1
1655,make her take angela,1
1708,lonely house on a,1
1654,they make her take,1
1653,things they make her,1
1652,the things they make,1
1651,awake the things they,1
1650,be awake the things,1
1593,i'll leave it [chorus],1
1569,in your own feelings?,1
1591,your style i'll leave,1
1479,[pre-chorus] i'm sure that,1
1451,that stops you having,1
1450,way that stops you,1
1449,self-referential way that stops,1
1448,a self-referential way that,1
1447,just a self-referential way,1
1446,it's just a self-referential,1
1445,"shame"" it's just a",1
1444,"a shame"" it's just",1
1443,"what a shame"" it's",1
1442,"""oh what a shame""",1
1441,"like ""oh what a",1
1377,indicted unrequited house with,1
1378,unrequited house with seven,1
1379,house with seven pools,1
1380,"with seven pools ""thank",1
1381,"seven pools ""thank you",1
1382,"pools ""thank you kanye",1
1383,"""thank you kanye very",1
1384,"you kanye very cool!""",1
1385,"kanye very cool!"" the",1
1386,"very cool!"" the war",1
1387,"cool!"" the war has",1
1388,the war has been,1
1452,stops you having to,1
1453,you having to be,1
1454,having to be human,1
1467,spoon and start consuming,1
1477,am assuming [pre-chorus] i'm,1
1476,i am assuming [pre-chorus],1
1475,what i am assuming,1
1474,that's what i am,1
1473,human that's what i,1
1472,a human that's what,1
1471,like a human that's,1
1470,consuming like a human,1
1469,start consuming like a,1
1468,and start consuming like,1
1466,dirty spoon and start,1
1455,to be human i'm,1
1465,the dirty spoon and,1
1376,be indicted unrequited house,1
1463,you remove the dirty,1
1462,when you remove the,1
1461,balloon when you remove,1
1460,you'll balloon when you,1
1459,assuming you'll balloon when,1
1458,i'm assuming you'll balloon,1
1457,human i'm assuming you'll,1
1456,be human i'm assuming,1
1389,war has been incited,1
1390,has been incited and,1
1391,been incited and guess,1
1410,it [verse 1] and,1
1422,blame you try and,1
1401,famous modernity has failed,1
1402,has failed us [outro],1
1403,failed us [outro] and,1
1404,us [outro] and i'd,1
1405,[outro] and i'd love,1
1406,i didn't know and,1
1407,didn't know and i'd,1
1408,know and i'd love,1
1409,made it [verse 1],1
1411,[verse 1] and irony,1
1424,try and mask your,1
1412,1] and irony is,1
1413,and irony is okay,1
1414,irony is okay i,1
1415,is okay i suppose,1
1416,okay i suppose culture,1
1417,i suppose culture is,1
1418,suppose culture is to,1
1419,culture is to blame,1
1420,is to blame you,1
1421,to blame you try,1
1423,you try and mask,1
1400,you're famous modernity has,1
1392,incited and guess what,1
1435,lack substance when you,1
1393,and guess what you're,1
1394,guess what you're all,1
1395,what you're all invited,1
1396,you're all invited and,1
1397,all invited and you're,1
1440,"something like ""oh what",1
1439,"say something like ""oh",1
1438,you say something like,1
1437,when you say something,1
1436,substance when you say,1
1434,you lack substance when,1
1399,and you're famous modernity,1
1433,way you lack substance,1
1432,postmodern way you lack,1
1431,most postmodern way you,1
1430,the most postmodern way,1
1429,in the most postmodern,1
1428,pain in the most,1
1427,your pain in the,1
1426,mask your pain in,1
1425,and mask your pain,1
1398,invited and you're famous,1
1478,assuming [pre-chorus] i'm sure,1
1375,to be indicted unrequited,1
1590,cramp your style i'll,1
1481,sure that you're not,1
1565,best you're intermediately versed,1
1564,your best you're intermediately,1
1563,at your best you're,1
1562,when at your best,1
1561,perceived when at your,1
1560,you're perceived when at,1
1559,how you're perceived when,1
1558,control how you're perceived,1
1557,could control how you're,1
1556,you could control how,1
1555,believe you could control,1
1554,you believe you could,1
1553,would you believe you,1
1552,why would you believe,1
1551,and why would you,1
1550,2] and why would,1
1549,[verse 2] and why,1
1548,say [verse 2] and,1
1547,to say [verse 2],1
1546,thing to say [verse,1
1349,i didn't know [bridge],1
1350,didn't know [bridge] consultation,1
1351,know [bridge] consultation degradation,1
1566,you're intermediately versed in,1
1567,intermediately versed in your,1
1568,versed in your own,1
1342,it i'd love it,1
1589,don't cramp your style,1
1588,child don't cramp your,1
1587,a child don't cramp,1
1586,have a child don't,1
1585,don't have a child,1
1584,oh don't have a,1
1340,we made it i'd,1
1341,made it i'd love,1
1583,deceiving oh don't have,1
1582,you're deceiving oh don't,1
1581,that you're deceiving oh,1
1570,your own feelings? keep,1
1580,you that you're deceiving,1
1579,only you that you're,1
1578,it's only you that,1
1577,conceiving it's only you,1
1576,off conceiving it's only,1
1575,putting off conceiving it's,1
1574,on putting off conceiving,1
1573,keep on putting off,1
1572,feelings? keep on putting,1
1571,own feelings? keep on,1
1352,[bridge] consultation degradation fossil,1
1353,consultation degradation fossil fueling,1
1354,degradation fossil fueling masturbation,1
1482,that you're not just,1
1492,say that i was,1
1491,gonna say that i,1
1490,you're gonna say that,1
1489,that you're gonna say,1
1488,sure that you're gonna,1
1487,girl i'm sure that,1
1486,another girl i'm sure,1
1485,just another girl i'm,1
1484,not just another girl,1
1483,you're not just another,1
1364,"pitch [verse 3] ""i",1
1494,i was sexist i,1
1365,"[verse 3] ""i moved",1
1366,"3] ""i moved on",1
1367,"""i moved on her",1
1368,moved on her like,1
1369,on her like a,1
1370,"her like a bitch!""",1
1371,"like a bitch!"" excited",1
1372,"a bitch!"" excited to",1
1373,"bitch!"" excited to be",1
1374,excited to be indicted,1
1493,that i was sexist,1
1495,was sexist i feel,1
1355,fossil fueling masturbation immigration,1
1508,liked you for [chorus],1
1356,fueling masturbation immigration liberal,1
1357,masturbation immigration liberal kitsch,1
1358,immigration liberal kitsch kneeling,1
1359,liberal kitsch kneeling on,1
1360,kitsch kneeling on a,1
1361,kneeling on a pitch,1
1362,on a pitch [verse,1
1363,a pitch [verse 3],1
1510,for [chorus] why can't,1
1509,you for [chorus] why,1
1507,i liked you for,1
1496,sexist i feel like,1
1506,things i liked you,1
1505,the things i liked,1
1504,all the things i,1
1503,of all the things,1
1502,out of all the,1
1501,running out of all,1
1500,you're running out of,1
1499,like you're running out,1
1498,feel like you're running,1
1497,i feel like you're,1
1464,remove the dirty spoon,1
0,[verse 1] and be,1
1718,of the world but,1
2080,in that lonely part,1
2078,lonely street in that,1
2077,the lonely street in,1
2076,on the lonely street,1
2075,house on the lonely,1
2074,lonely house on the,1
2073,his lonely house on,1
2072,in his lonely house,1
2071,died in his lonely,1
2070,he died in his,1
2069,then he died in,1
2068,and then he died,1
2067,” and then he,1
2066,alone ” and then,1
2065,bread alone ” and,1
2064,by bread alone ”,1
2063,live by bread alone,1
2062,not live by bread,1
2061,does not live by,1
2060,“man does not live,1
2059,himself “man does not,1
2058,tell himself “man does,1
2057,would tell himself “man,1
2056,he would tell himself,1
2055,penis he would tell,1
2054,his penis he would,1
2053,of his penis he,1
2052,pictures of his penis,1
2051,and pictures of his,1
2050,going and pictures of,1
2079,street in that lonely,1
2081,that lonely part of,1
2048,and was going and,1
2082,of the world you,1
2184,liked it i told,1
2183,have liked it i,1
2182,should have liked it,1
2181,i should have liked,1
2180,that i should have,1
2179,said that i should,1
2178,she said that i,1
2177,[verse] she said that,1
2176,you [verse] she said,1
2175,two-time you [verse] she,1
2174,to two-time you [verse],1
2128,i i only called,1
2127,that i i only,1
2126,swear that i i,1
2125,that i swear that,1
2124,swear that i swear,1
2095,[instrumental] [pre-chorus] you wet,1
2094,theme] [instrumental] [pre-chorus] you,1
2093,love theme] [instrumental] [pre-chorus],1
2092,ii: love theme] [instrumental],1
2091,[part ii: love theme],1
2090,facebook [part ii: love,1
2089,his facebook [part ii:,1
2088,on his facebook [part,1
2087,go on his facebook,1
2086,can go on his,1
2085,you can go on,1
2084,world you can go,1
2083,the world you can,1
2049,was going and pictures,1
2047,been and was going,1
1719,the world but of,1
2014,the internet ” and,1
2012,you and the internet,1
2011,between you and the,1
2010,strictly between you and,1
2009,stay strictly between you,1
2008,will stay strictly between,1
2007,me will stay strictly,1
2006,to me will stay,1
2005,say to me will,1
2004,you say to me,1
2003,anything you say to,1
2002,friend anything you say,1
2001,best friend anything you,1
2000,your best friend anything,1
1999,i’m your best friend,1
1998,anything i’m your best,1
1997,me anything i’m your,1
1996,tell me anything i’m,1
1995,can tell me anything,1
1994,you can tell me,1
1993,can you can tell,1
1992,“you can you can,1
1991,day “you can you,1
1990,lonely day “you can,1
1989,particularly lonely day “you,1
1988,a particularly lonely day,1
1987,on a particularly lonely,1
1986,said on a particularly,1
1985,he said on a,1
1984,” he said on,1
2013,and the internet ”,1
2015,internet ” and so,1
2046,had been and was,1
2016,” and so he,1
2045,he had been and,1
2044,places he had been,1
2043,the places he had,1
2042,of the places he,1
2041,all of the places,1
2040,present; all of the,1
2039,and present; all of,1
2038,past and present; all,1
2037,loves past and present;,1
2036,his loves past and,1
2035,of his loves past,1
2034,all of his loves,1
2033,desires; all of his,1
2032,and desires; all of,1
2031,fears and desires; all,1
2030,his fears and desires;,1
2029,of his fears and,1
2028,all of his fears,1
2027,friend: all of his,1
2026,his friend: all of,1
2025,with his friend: all,1
2024,everything with his friend:,1
2023,shared everything with his,1
2022,man shared everything with,1
2021,the man shared everything,1
2020,did the man shared,1
2019,he did the man,1
2018,so he did the,1
2017,and so he did,1
2185,it i told her,1
2186,"i told her ""i",1
2187,"told her ""i only",1
2325,you say that i'm,1
2323,3] when you say,1
2322,[verse 3] when you,1
2321,mine [verse 3] when,1
2320,are mine [verse 3],1
2319,sunshine 'cause i know,1
2318,see sunshine 'cause i,1
2317,i see sunshine 'cause,1
2316,time i see sunshine,1
2315,the time i see,1
2314,all the time i,1
2313,raining all the time,1
2312,was raining all the,1
2311,it was raining all,1
2310,that it was raining,1
2309,said that it was,1
2308,people said that it,1
2307,when people said that,1
2306,2009 when people said,1
2305,on 2009 when people,1
2304,back on 2009 when,1
2303,looking back on 2009,1
2302,2] looking back on,1
2301,[verse 2] looking back,1
2300,fine [verse 2] looking,1
2299,are fine [verse 2],1
2298,you are fine [verse,1
2297,if you are fine,1
2296,fine if you are,1
2295,i'm fine if you,1
2324,when you say that,1
2326,say that i'm wasting,1
2188,"her ""i only use",1
2327,that i'm wasting your,1
2356,are mine,1
2355,you are mine,1
2354,know you are mine,1
2353,i know you are,1
2352,'cause i know you,1
2351,[outro] there comes a,1
2350,"do"" [outro] there comes",1
2349,"""i do"" [outro] there",1
2348,"say ""i do"" [outro]",1
2347,"can't say ""i do""",1
2346,"just can't say ""i",1
2345,i just can't say,1
2344,reason i just can't,1
2343,some reason i just,1
2342,for some reason i,1
2341,fine for some reason,1
2340,be fine for some,1
2339,will be fine for,1
2338,things will be fine,1
2337,you things will be,1
2336,tell you things will,1
2335,and tell you things,1
2334,smile and tell you,1
2333,i smile and tell,1
2332,then i smile and,1
2331,time then i smile,1
2330,your time then i,1
2329,wasting your time then,1
2328,i'm wasting your time,1
2294,crying i'm fine if,1
2293,both crying i'm fine,1
2292,wine both crying i'm,1
2291,her wine both crying,1
2219,[chorus] i only called,1
2218,you [chorus] i only,1
2217,two-time you [chorus] i,1
2216,two-time two-time you [chorus],1
2215,you to two-time two-time,1
2214,two-time you to two-time,1
2213,you two-time you to,1
2212,two-time you two-time you,1
2211,to two-time you two-time,1
2210,that i only called,1
2209,swear that i only,1
2208,you [pre-chorus] you wet,1
2207,two-time you [pre-chorus] you,1
2206,two-time two-time you [pre-chorus],1
2203,was three times i,1
2202,but i only called,1
2201,[chorus] but i only,1
2200,petrified [chorus] but i,1
2199,i'm petrified [chorus] but,1
2198,reminding i'm petrified [chorus],1
2197,need reminding i'm petrified,1
2196,i need reminding i'm,1
2195,when i need reminding,1
2194,except when i need,1
2193,"sometimes"" except when i",1
2192,"it sometimes"" except when",1
2191,"use it sometimes"" except",1
2190,"only use it sometimes""",1
2189,"""i only use it",1
2220,two-time two-time you [outro],1
2221,two-time you [outro] one,1
2222,you [outro] one time,1
2277,i fight crime online,1
2290,switch her wine both,1
2289,my switch her wine,1
2288,and my switch her,1
2287,behind and my switch,1
2286,hide behind and my,1
2285,i hide behind and,1
2284,rhymes i hide behind,1
2283,write rhymes i hide,1
2282,then write rhymes i,1
2281,sometimes then write rhymes,1
2280,online sometimes then write,1
2279,crime online sometimes then,1
2278,fight crime online sometimes,1
2276,1] i fight crime,1
2223,[outro] one time oh,1
2275,[verse 1] i fight,1
2274,mine [verse 1] i,1
2273,are mine [verse 1],1
2245,[intro] there comes a,1
2244,time [intro] there comes,1
2243,three time [intro] there,1
2242,time three time [intro],1
2241,you one time oh,1
2240,two-time you one time,1
2239,two-time two-time you one,1
2238,time two-time two-time you,1
2237,three time two-time two-time,1
2236,time three time two-time,1
1983,anything ” he said,1
1982,you anything ” he,1
1981,tell you anything ”,1
1816,said “yes i love,1
1814,him and said “yes,1
1813,at him and said,1
1812,looked at him and,1
1811,internet looked at him,1
1810,the internet looked at,1
1809,me?” the internet looked,1
1808,love me?” the internet,1
1807,you love me?” the,1
1806,do you love me?”,1
1805,“internet do you love,1
1804,said “internet do you,1
1803,he said “internet do,1
1801,internet and he said,1
1800,the internet and he,1
1799,friend the internet and,1
1798,his friend the internet,1
1797,to his friend the,1
1796,turned to his friend,1
1795,— turned to his,1
1794,@snowflakesmasher86 — turned to,1
1793,was @snowflakesmasher86 — turned,1
1792,name was @snowflakesmasher86 —,1
1791,whose name was @snowflakesmasher86,1
1790,— whose name was,1
1789,man — whose name,1
1788,the man — whose,1
1787,day the man —,1
1786,one day the man,1
1785,parents one day the,1
1815,and said “yes i,1
1817,“yes i love you,1
1850,‘i would like that,1
1818,i love you very,1
1848,again ever’ ‘i would,1
1847,ever again ever’ ‘i,1
1846,apart ever again ever’,1
1845,be apart ever again,1
1844,to be apart ever,1
1843,us to be apart,1
1842,want us to be,1
1841,ever want us to,1
1840,never ever want us,1
1839,i never ever want,1
1838,that i never ever,1
1837,much that i never,1
1836,so much that i,1
1835,you so much that,1
1834,love you so much,1
1833,i love you so,1
1832,fact i love you,1
1831,in fact i love,1
1830,friend in fact i,1
1829,best friend in fact,1
1828,your best friend in,1
1827,am your best friend,1
1826,i am your best,1
1825,much i am your,1
1824,very much i am,1
1823,very very much i,1
1822,very very very much,1
1820,you very very very,1
1819,love you very very,1
1784,their parents one day,1
1783,with their parents one,1
1782,home with their parents,1
1781,at home with their,1
1748,other every day watching,1
1747,each other every day,1
1746,with each other every,1
1745,play with each other,1
1744,would play with each,1
1743,they would play with,1
1742,friend they would play,1
1741,best friend they would,1
1740,his best friend they,1
1739,say his best friend,1
1738,could say his best,1
1737,you could say his,1
1736,— you could say,1
1735,friend — you could,1
1734,his friend — you,1
1733,was his friend —,1
1732,know was his friend,1
1731,you know was his,1
1730,as you know was,1
1729,internet as you know,1
1728,the internet as you,1
1727,internet the internet as,1
1726,the internet the internet,1
1725,had the internet the,1
1724,he had the internet,1
1723,course he had the,1
1722,of course he had,1
1721,but of course he,1
1720,world but of course,1
1749,every day watching videos,1
1750,day watching videos of,1
1751,watching videos of humans,1
1767,on what was wrong,1
1780,children at home with,1
1779,young children at home,1
1778,with young children at,1
1777,games with young children,1
1776,playing games with young,1
1775,life; playing games with,1
1774,their life; playing games,1
1773,and their life; playing,1
1772,them and their life;,1
1771,with them and their,1
1770,wrong with them and,1
1769,was wrong with them,1
