StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3
2018-04-23 15:47:58,2018-04-23 15:49:02,IP Address,164.116.16.234,100,63,True,2018-04-23 15:49:03,R_3J9uKv02VaNDDpI,,,,,47.804901123047,-122.28329467773,anonymous,EN,"Blue is a warm but sad color. It looks soft and comforting. It feels cold and dark. It tastes wet and clear. It sounds like the waves rolling onto the sand and the rain hitting the glass on a window. ",Mellow
2018-04-23 15:47:44,2018-04-23 15:49:06,IP Address,62.64.163.44,100,82,True,2018-04-23 15:49:07,R_3s7gkQ2BB7Qy11i,,,,,54.610504150391,-5.9624938964844,anonymous,EN,"It is a bright colour that paints the sky and the sea. It feels cool and refreshing and loud. It tastes good. ",Happy
2018-04-23 15:45:46,2018-04-23 15:49:37,IP Address,172.220.250.26,100,230,True,2018-04-23 15:49:37,R_3fNvdK8pW72Nlil,,,,,35.226806640625,-78.956199645996,anonymous,EN,Blue looks calm and peaceful.  Blue feels cool and breezy.  Blue tastes minty.  Blue sounds like the wind blowing through the trees or the ocean waves.,bored
2018-04-23 15:48:22,2018-04-23 15:52:26,IP Address,73.27.157.82,100,244,True,2018-04-23 15:52:26,R_BrYpvUYLMNRiBfb,,,,,26.905502319336,-82.033996582031,anonymous,EN,"Blue is calm,  peaceful, bright, happy, and soft. Blue smells like cotton and smells fruity. Blue tastes a little sweet and a little bland.  The sound of blue is a soft echo. Blue is the sky, the water and life.","happy "
2018-04-23 15:47:20,2018-04-23 15:48:05,IP Address,59.99.220.192,50,45,False,2018-04-26 15:48:06,R_z5SRqC0irZYUjRv,,,,,,,anonymous,EN,,
2018-04-30 17:24:26,2018-04-30 17:25:00,IP Address,68.107.106.186,100,33,True,2018-04-30 17:25:00,R_3G1A17HORASchCo,,,,,32.74479675293,-117.1701965332,anonymous,EN,"It feels cool and wet, tastes like berries, and sounds like the ocean. It looks calming and zen-like.",Depressed
2018-04-30 17:24:43,2018-04-30 17:25:24,IP Address,59.97.52.92,100,40,True,2018-04-30 17:25:24,R_2QmPrbXOOV2aWwB,,,,,10.350006103516,77.950012207031,anonymous,EN,I SO LIKELY,NO
2018-04-30 17:24:07,2018-04-30 17:25:33,IP Address,174.20.99.255,100,85,True,2018-04-30 17:25:33,R_1l0gA0XW1CVWwI9,,,,,44.955596923828,-93.384101867676,anonymous,EN,Blue feels calm.  Blue looks like happiness and love rolled into one.  Blue tastes like all your favorite foods.  Blue sounds like the waves of an ocean.,Calm
2018-04-30 17:25:20,2018-04-30 17:26:05,IP Address,71.34.100.64,100,44,True,2018-04-30 17:26:05,R_cUbx9tHFn9yHpBv,,,,,45.481796264648,-122.60049438477,anonymous,EN,Peaceful calm royal fun,good
2018-04-30 17:25:41,2018-04-30 17:26:08,IP Address,100.16.6.192,100,27,True,2018-04-30 17:26:08,R_XYwLFbVfuvAcNrj,,,,,39.584594726562,-76.391799926758,anonymous,EN,"blue feels calm,and serene.  Sometimes placid.",normal
2018-04-30 17:24:29,2018-04-30 17:26:38,IP Address,71.68.35.2,100,128,True,2018-04-30 17:26:38,R_2EHashCE7lkf1cg,,,,,35.183303833008,-80.642303466797,anonymous,EN,"Blue looks like huge square. Blue feels likes moist and smooth. It taste like berries. It sounds like a tide. ",content
2018-04-30 17:28:16,2018-04-30 17:29:36,IP Address,71.223.237.130,100,79,True,2018-04-30 17:29:36,R_1Cs6rg1igUYAsr8,,,,,33.465194702148,-112.04969787598,anonymous,EN,"The color blue looks like the deep ocean. It roars like the waves that are crashing into each other. It feels calm and tastes smooth and a little salty. ",Warm
2018-04-30 17:33:04,2018-04-30 17:34:08,IP Address,172.73.204.179,100,63,True,2018-04-30 17:34:08,R_3e4CEA3a4Xt7iVP,,,,,35.323501586914,-81.021499633789,anonymous,EN,"Blue looks like the sky, feels cool, tastes icy, and sounds like slow jazz.",Comfortable
2018-04-30 17:35:32,2018-04-30 17:38:06,IP Address,94.129.175.237,100,154,True,2018-04-30 17:38:06,R_4N1AlU8NzHwLlvz,,,,,29.369705200195,47.978302001953,anonymous,EN,'-Blue is the color of Bubble Gum - Blue is the color of the sky - Blue is my favorite color - Blue is the color I think of when I am sad   -Blue smells like Bubble Gum - Blue tastes like the blue Airheads - Blue sounds like water trickling,Yes
2018-04-30 17:37:41,2018-04-30 17:38:39,IP Address,70.44.106.168,100,57,True,2018-04-30 17:38:39,R_1NmFPVA7l9KoVNg,,,,,40.15739440918,-76.797798156738,anonymous,EN,"blue looks like the clear sky during the daytime,feels soft and cuddly,tastes like cotton candy and sounds like the wind",great
2018-04-30 17:41:12,2018-04-30 17:42:13,IP Address,70.176.228.86,100,61,True,2018-04-30 17:42:13,R_tDK769n7iXkfpeN,,,,,33.57080078125,-112.18109893799,anonymous,EN,"Blue looks like the sky and tastes like the ocean. It's a little salty and watered down, but it's delicious anyway. It's silky and smooth.",Good.
2018-04-30 17:42:54,2018-04-30 17:44:06,IP Address,77.69.253.225,100,71,True,2018-04-30 17:44:06,R_3oXaD7f5CGvbunU,,,,,26.236099243164,50.583099365234,anonymous,EN,"blue is blue in colour look similar to sky ,feel like cold ,sound like water",hot
2018-04-30 17:52:46,2018-04-30 17:53:31,IP Address,98.151.59.10,100,45,True,2018-04-30 17:53:31,R_27P5JcvnlLJ4DWw,,,,,21.421905517578,-157.93710327148,anonymous,EN,Blue looks like a cool and calming color. It feels soft but solid. It tastes like liquid. It sounds like a breeze.,Calm
2018-04-30 17:55:15,2018-04-30 17:55:47,IP Address,71.32.166.131,100,31,True,2018-04-30 17:55:47,R_3LdObbC32GfXcd9,,,,,41.583892822266,-93.628898620605,anonymous,EN,"Blue feels calming. Tastes fruity, sounds low, and looks peaceful",calm
2018-04-30 17:55:25,2018-04-30 17:58:57,IP Address,24.126.15.131,100,211,True,2018-04-30 17:58:57,R_1F2iqOl3KFqauBl,,,,,39.456207275391,-77.963897705078,anonymous,EN,"Blue is the most beautiful color, blue is the color of a beautiful spring morning. It is light blue with fluffy marshmallow clouds. Blue feels like a warm smile. Blue tastes like a sweet kiss from someone who loves you. Blue sounds delicious.",Happy
2018-04-30 18:01:46,2018-04-30 18:02:48,IP Address,75.120.2.211,100,62,True,2018-04-30 18:02:48,R_3HTU1TY8kdagfbQ,,,,,33.643600463867,-87.827499389648,anonymous,EN,"The color blue is a soft color, sort of an light air, soothing, generally associated with the male gender.","happy, content, accomplished"
2018-04-30 18:07:05,2018-04-30 18:07:50,IP Address,73.251.82.72,100,44,True,2018-04-30 18:07:50,R_eLDk3utdFi832mt,,,,,39.045700073242,-78.227600097656,anonymous,EN,Blue is cool. It tastes sweet. It is soothing and calming and it goes with most other colors. It has no sound.,sleepy
2018-04-30 18:07:16,2018-04-30 18:19:13,IP Address,71.199.176.23,100,716,True,2018-04-30 18:19:13,R_9mZ0GaPyfWRXHA5,,,,,33.770797729492,-84.292999267578,anonymous,EN,"Blue sounds soft like the hushing and shushing sound of the calm ocean waves reaching a sandy beach and then flowing back into the ocean.  Blue tastes cool like thin broken ice. the taste of Blue surprisingly bold but its flavor  disappears  in a heartbeat with only a trace of memory   Blue feels light and airy like a long summer dress brushing against bare legs  ",calm
2018-04-30 19:10:02,2018-04-30 19:10:57,IP Address,173.112.2.203,100,54,True,2018-04-30 19:10:57,R_2fkcL4J6SKhQKZS,,,,,42.426803588867,-83.193496704102,anonymous,EN,"Blue feels very soothing and calm like the ocean. I imagine it smelling like the ocean as well. Not sure what it would taste like,since I associate it most with the ocean and lakes!",Calm
2018-04-30 19:43:37,2018-04-30 19:44:43,IP Address,66.250.143.159,100,65,True,2018-04-30 19:44:43,R_Cltxlz52eAYF57z,,,,,39.959701538086,-75.196800231934,anonymous,EN,Blue is dark and mysterious. The color is calming and soothing. It tastes like nothing strong and sounds mysterious and far off.,annoyed
2018-04-30 17:24:16,2018-04-30 17:24:29,IP Address,59.97.52.48,50,12,False,2018-05-03 17:24:34,R_3iWIbPLcd2RLFRD,,,,,,,anonymous,EN,,
