StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3
2018-04-30 17:26:35,2018-04-30 17:27:04,IP Address,104.191.35.157,100,29,True,2018-04-30 17:27:05,R_1LOuCVJl3njQpKq,,,,,34.169296264648,-118.26629638672,anonymous,EN,"Red is a bright color, red feels warm and red tastes very vibrant and sounds loud. ",tired
2018-04-30 17:28:37,2018-04-30 17:28:56,IP Address,103.55.215.38,100,19,True,2018-04-30 17:28:56,R_3hrNHr8cjIf94HU,,,,,10.350006103516,77.950012207031,anonymous,EN,,HAPPY
2018-04-30 17:27:05,2018-04-30 17:29:11,IP Address,71.68.35.2,100,126,True,2018-04-30 17:29:11,R_3KUgAq9wdu32vpS,,,,,35.183303833008,-80.642303466797,anonymous,EN,Red looks like a heart. It feels warm and hot. It has a spicy taste. It sounds like a burning camp fire.,warm
2018-04-30 17:27:40,2018-04-30 17:29:58,IP Address,76.252.172.234,100,138,True,2018-04-30 17:29:58,R_3fuTpTwMUZNRDZK,,,,,35.871307373047,-78.539398193359,anonymous,EN,"It looks like a dark pink, it feels sexy, it tastes great, and it sounds mesmerizing.",Happy
2018-04-30 17:30:39,2018-04-30 17:31:06,IP Address,144.202.134.130,100,27,True,2018-04-30 17:31:07,R_1M0bV6GvxpsusGH,,,,,39.295196533203,-76.623100280762,anonymous,EN,Red is vibrant and sassy.  Red tastes spicy.,tired
2018-04-30 17:31:20,2018-04-30 17:32:02,IP Address,172.73.204.179,100,41,True,2018-04-30 17:32:02,R_31WLHFke2mrjfRb,,,,,35.323501586914,-81.021499633789,anonymous,EN,"It is hot, taste spicy, and is fast beat fiesta music.",Content
2018-04-30 17:31:59,2018-04-30 17:32:24,IP Address,68.107.106.186,100,24,True,2018-04-30 17:32:24,R_3HhMdXVuSG1FhbU,,,,,32.74479675293,-117.1701965332,anonymous,EN,"Red looks like blood, feels like fire, tastes like hot peppers and sounds like a crackling fire.",depressed
2018-04-30 17:31:20,2018-04-30 17:32:29,IP Address,73.163.22.30,100,68,True,2018-04-30 17:32:29,R_2rjyWXbPzTunLqX,,,,,39.295196533203,-76.623100280762,anonymous,EN,"Fierce, strong, tasty. The sound of red drives fear into people. It establishes dominance and shows strong character. It is a heavy, opinionated color.","Strong, intimidating."
2018-04-30 17:34:32,2018-04-30 17:35:23,IP Address,99.105.80.78,100,50,True,2018-04-30 17:35:23,R_2Y343myIhblftzd,,,,,41.392807006836,-81.734703063965,anonymous,EN,Red feels hot. It would taste warm.  It would look dark.  It would sound loud.,Good
2018-04-30 17:34:50,2018-04-30 17:35:59,IP Address,71.223.237.130,100,68,True,2018-04-30 17:35:59,R_2yr46NF1QOydm28,,,,,33.465194702148,-112.04969787598,anonymous,EN,"Red is very loud. It looks a little rough and tastes kind of coppery. The feeling of it is jagged and sharp. ",Heated
2018-04-30 17:36:03,2018-04-30 17:36:39,IP Address,70.44.106.168,100,35,True,2018-04-30 17:36:39,R_1QH5hk1jyt2Fc20,,,,,40.15739440918,-76.797798156738,anonymous,EN,red looks like blood feels warm tastes sweet and sounds like pain,good
2018-04-30 17:35:01,2018-04-30 17:36:50,IP Address,97.73.80.163,100,108,True,2018-04-30 17:36:50,R_3PfyNQDH3pKmaEV,,,,,38.323196411133,-78.227401733398,anonymous,EN,"Red is a jolt, it's bolt, alarming, it's a warming, it's excited, it tastes irony or like metallic, it sounds piecing, it looks like a flashing light on a police car, it feels sharp.",anxious
2018-04-30 17:37:01,2018-04-30 17:38:02,IP Address,96.59.248.8,100,60,True,2018-04-30 17:38:02,R_1pu54k3kNQpguZ8,,,,,27.866104125977,-82.326499938965,anonymous,EN,Red looks intense and sounds loud. Red makes you feel calm and relaxed.,Happy
2018-04-30 17:40:25,2018-04-30 17:40:56,IP Address,24.34.220.203,100,31,True,2018-04-30 17:40:57,R_2CUJfT04cOt5RA9,,,,,41.549697875977,-72.653099060059,anonymous,EN,Red is solid and tastes like an apple,Good
2018-04-30 17:41:09,2018-04-30 17:42:14,IP Address,67.77.144.69,100,64,True,2018-04-30 17:42:14,R_1duzlsi0x2FbkJA,,,,,36.175003051758,-115.13719940186,anonymous,EN,reminds me of anger.  feels hot. tastes spicy sounds like fire truck,happy
2018-04-30 17:40:38,2018-04-30 17:42:24,IP Address,77.69.253.225,100,105,True,2018-04-30 17:42:24,R_1i5se6D50mUp76T,,,,,26.236099243164,50.583099365234,anonymous,EN,"the colour red is red in colour which may be similar to the colour of blood.it feels like warm colour ,sound like daring.",cool
2018-04-30 17:44:00,2018-04-30 17:44:57,IP Address,2.99.28.102,100,56,True,2018-04-30 17:44:58,R_3Kp6Fc4ahFazk3W,,,,,51.747100830078,-0.019195556640625,anonymous,EN,Red is warm and hot and loud and angry.,alive
2018-04-30 17:47:40,2018-04-30 17:49:30,IP Address,174.255.192.246,100,110,True,2018-04-30 17:49:30,R_3n1P2SkbV1DAXgM,,,,,36.165893554688,-86.784400939941,anonymous,EN,"Red looks angry.  Red feels hot. Red tastes spicy. Red sounds loud. ",Happy
2018-04-30 17:50:08,2018-04-30 17:50:54,IP Address,108.17.11.17,100,45,True,2018-04-30 17:50:54,R_23WSrl75WbYznzp,,,,,42.714096069336,-78.929901123047,anonymous,EN,"RED IS ARM, DEATH RELATED, SWEET WITH A TWIST OF IRON, RED IS DULL SOUNDING, ",CALM
2018-04-30 19:33:24,2018-04-30 19:34:08,IP Address,66.250.143.159,100,43,True,2018-04-30 19:34:08,R_247PMgYivV2sbTr,,,,,39.959701538086,-75.196800231934,anonymous,EN,"Bright and hurts my eyes if I stare out it too much. It sounds loud, and tasty like blood.",average
2018-04-30 22:31:39,2018-04-30 22:33:08,IP Address,73.183.236.88,100,89,True,2018-04-30 22:33:09,R_1QEBBdlC2iMdY7E,,,,,29.69970703125,-95.585800170898,anonymous,EN,"Red is the color of a fire truck. It looks uneasy. It is seen as sexy, but I see it as shallow. However, I do like fire trucks. It feels smooth like a new car's metal. It tastes bad like blood. It sounds cocky. ","elevated "
2018-04-30 17:26:04,2018-04-30 17:26:16,IP Address,74.98.181.177,50,11,False,2018-05-03 17:26:30,R_3gRtMSNYhyfj9Qq,,,,,,,anonymous,EN,McDonald's,
